ufn,fish_species,site_id,stom_proc_date,microscope_hours,stom_weight_full,stom_weight_empty,food_weight_raw,food_weight_corr,fullness_cat,fullness_mean,kingdom,phylum,subphylum,class,subclass,order,suborder,infraorder,family,genus,species,life_stage,sex,count,length_max,length_min,length_avg,digestion_state,prey_weight_raw,prey_weight_corr,size_class,subsample,comment,taxa_info,prey_info,date_processed,cwt,adipose,weight,standard_length,fork_length,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab,quality_level,fish_lab_qc_flag,fish_lab_qc_log,semsp_id,seine_id,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,lice_id_protocol_field,analysis_planned,fish_field_comments,fish_field_quality_flag,fish_field_quality_level,fish_field_quality_log,survey_id,set_number,set_type,lat,long,set_time,time_searching,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,collection_protocol,seine_comments,seine_qc_log,survey_date,crew,precip,cloud_cover,sea_state,wind_speed,wind_direction,tide_state,survey_time_start,survey_time_end,net_sets,secchi,ysi_bout,ctd_bout,zoop_bout,survey_type,survey_comments,year,yday
U1394,Pink,D07,2019-01-03,8,131.3,70.1,38.3,58.982,50-75%,62.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,Physocephalata,Hyperiidae,,,,,5,1,0.3,0.65,3,0.1,0.154,<1,N,,Hyperiidae,Hyperiidae,2016-02-22,None,Present,5.1,NA,80,No scales taken.,Fish hemorhagging all over,KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1394,Pink,D07,2019-01-03,8,131.3,70.1,38.3,58.982,50-75%,62.5,Animalia,Arthropoda,Crustacea,,,,,,,,,,,392,1,0.3,0.65,3,15.3,23.562,<1,N,,Crustacea,Crustacea,2016-02-22,None,Present,5.1,NA,80,No scales taken.,Fish hemorhagging all over,KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Chromista,Ochrophyta,Khakista,Bacillariophyceae,Coscinodiscophycidae,,,,,,,,,10,0.4,0.2,0.3,1,0.1,0.154,<1,N,,Coscinodiscophycidae,Coscinodiscophycidae,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Mollusca,,Gastropoda,Heterobranchia,Pteropoda,,,,,,Egg,,3,0.6,0.5,0.55,1,0.1,0.154,<1,N,,Pteropoda,Pteropoda_Egg,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Bryozoa,,,,,,,,,,Larvae,,5,0.6,0.5,0.55,1,0.1,0.154,<1,N,,Bryozoa,Bryozoa_Larvae,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,14,2.8,1.9,2.35,2,0.8,1.232,2 to 5,N,,Oikopleura,Oikopleura,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Hexapoda,Insecta,,Diptera,Nematocera,Culicomorpha,,,,,,1,2.1,2.1,2.1,1,0.4,0.616,2 to 5,N,,Culicomorpha,Culicomorpha,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Hexapoda,Insecta,,Diptera,,,,,,,,5,1.7,1.2,1.45,2,2.1,3.234,1 to 2,N,,Diptera,Diptera,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Cyclopoida,Ergasilida,,Corycaeidae,Ditrichocorycaeus,anglicus,,,7,1.1,0.8,0.95,2,0.3,0.462,<1,N,,Ditrichocorycaeus_anglicus,Ditrichocorycaeus_anglicus,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,,,,,,1,0.9,0.9,0.9,2,0.1,0.154,<1,N,,Calanoida,Calanoida,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,pacificus,,,1,3,3,3,2,0.4,0.616,2 to 5,N,,Calanus_pacificus,Calanus_pacificus,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Centropagidae,Centropages,abdominalis,,F,3,1.8,1.6,1.7,1,0.4,0.616,1 to 2,N,,Centropages_abdominalis,Centropages_abdominalis,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Centropagidae,Centropages,abdominalis,,F,9,1.8,1.6,1.7,2,0.9,1.386,1 to 2,N,,Centropages_abdominalis,Centropages_abdominalis,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,,,,,,45,1.8,1,1.4,3,3.9,6.006,1 to 2,N,,Calanoida,Calanoida,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Juvenile,,2,0.5,0.5,0.5,1,0.1,0.154,<1,N,,Balanomorpha,Balanomorpha_Juvenile,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Molt,,7,5,2,3.5,1,3.9,6.006,2 to 5,N,,Balanomorpha,Balanomorpha_Molt,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Balanus,crenatus,Cyprid,,10,0.9,0.7,0.8,1,0.4,0.616,<1,N,,Balanus_crenatus,Balanus_crenatus_Cyprid,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Balanus,glandula,Cyprid,,3,0.8,0.7,0.75,1,0.1,0.154,<1,N,,Balanus_glandula,Balanus_glandula_Cyprid,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Amphibalanus,improvisus,Cyprid,,1,0.6,0.6,0.6,1,0.1,0.154,<1,N,,Amphibalanus_improvisus,Amphibalanus_improvisus_Cyprid,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Cyprid,,13,0.9,0.5,0.7,2,0.1,0.154,<1,N,,Balanomorpha,Balanomorpha_Cyprid,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,455,0.8,0.5,0.65,1,16.7,25.718,<1,N,,Balanomorpha,Balanomorpha_Nauplii,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,215,0.7,0.5,0.6,2,5.7,8.778,<1,N,,Balanomorpha,Balanomorpha_Nauplii,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,,,,,323,0.9,0.5,0.7,2,6.5,10.01,<1,N,,Podonidae,Podonidae,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,,,,,,,,,,Digested_food,,,,1,0.5,0.2,0.35,4,4,6.16,<1,N,,Digested_food,Digested_food,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,Pseudevadne,tergestina,,,66,1,0.6,0.8,1,2.3,3.542,<1,N,,Pseudevadne_tergestina,Pseudevadne_tergestina,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,Pleopis,polyphemoides,,,9,0.8,0.5,0.65,1,0.3,0.462,<1,N,,Pleopis_polyphemoides,Pleopis_polyphemoides,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U1395,Pink,D07,2019-01-04,11,139.8,55.1,47.9,73.766,50-75%,62.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,Evadne,normanni,,,6,0.7,0.5,0.6,1,0.1,0.154,<1,N,,Evadne_normanni,Evadne_normanni,2016-02-22,None,Present,4.7,NA,NA,Approx length 70,"Thin muscle tissues, hemorhagged mouth",KI,full1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA,2015-05-21-D07-PI-6,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
