sampleID	site	location	region	date	depth	mesh	flowin	flowout	distance	duration	volume	vol.cor	sieve	fraction.proc	sizeclass	phylum	class	order	family	genus	species	plot.taxon.g	plot.taxon.d	plot.taxon	labID	stage	sex	length	count	totcount	abundance	lab.processor	processor.notes
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	250	0.03	<1	Arthropoda	Maxillipoda	Calanoida	NA	NA	NA	Calanoid copepod	Copepod (<CV)	Copepodite	Copepodite	C1	NA	<2	3	100	6.65	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	250	0.03	<1	Arthropoda	Maxillopoda	Poecilostomatoida	Corycaeidae	Corycaeus	NA	Other	Corycaeus	Corycaeus	Corycaeus	NA	NA	<2	1	33	2.22	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	250	0.03	<1	Arthropoda	Maxillopoda	NA	NA	NA	NA	Barnacle	Barnacle	Barnacle	Cyprid	NA	NA	<2	1	33	2.22	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	250	0.03	<1	NA	NA	NA	NA	NA	NA	Other	Other	Other	Egg (oily)	NA	NA	<2	208	6933	461.03	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	1000	1	05-Feb	Arthropoda	Hexanauplia	Calanoida	Pontellidae	Epilabidocera	longipedata	Calanoid copepod	Epilabidocera	Epilabidocera	Epilabidocera longipedata	NA	F	3.5	1	1	0.07	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	1000	1	05-Feb	Arthropoda	Hexanauplia	Calanoida	Pontellidae	Epilabidocera	longipedata	Calanoid copepod	Epilabidocera	Epilabidocera	Epilabidocera longipedata	C5	NA	2.8	1	1	0.07	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	250	0.03	<1	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Evadne	NA	Cladoceran	Evadne	Evadne	Evadne	NA	NA	<2	9	300	19.95	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	250	0.03	<1	Mollusca	Gastropoda	NA	NA	NA	NA	Other	Gastropoda	Gastropoda	Gastropod egg	NA	NA	<2	3	100	6.65	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	250	0.03	<1	Mollusca	Gastropoda	NA	NA	NA	NA	Other	Gastropoda	Gastropoda	Gastropod veliger	veliger	NA	<2	1	33	2.22	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	1000	1	05-Feb	Arthropoda	Malacostraca	Decapoda	Grapsidae	NA	NA	Decapod 	Grapsidae	Grapsidae	Grapsidae	NA	NA	2.7	1	1	0.07	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	250	0.03	02-Jan	Arthropoda	Hexanauplia	Harpacticoida	NA	NA	NA	Other	Harpacticoida	Harpacticoida	Harpacticoid spp	NA	NA	<2	1	33	2.22	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	1000	1	05-Feb	Arthropoda	Malacostraca	Amphipoda	Hyperiidae	Themisto	NA	Amphipod 	Themisto	Themisto	Hyperiid (themisto)	NA	NA	3	1	1	0.07	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	2000	1	10-May	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Leukartiara	NA	Other	Leukartiara	Leukartiara	Leuckartiara	NA	NA	8.5	1	1	0.07	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	250	0.03	02-Jan	Arthropoda	Malacostraca	Decapoda	Majidae	NA	NA	Decapod 	Majidae	Majidae	Majidae	NA	NA	<2	2	67	4.43	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	1000	1	05-Feb	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	NA	Calanoid copepod	Metridia	Metridia	Metridia	NA	NA	3	1	1	0.07	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	250	0.03	05-Feb	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	NA	Larvacean	Larvacean	Larvacean	Oikopleura	NA	NA	<2	4	133	8.87	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	1000	1	05-Feb	Arthropoda	Malacostraca	Decapoda	Pandalidae	NA	NA	Decapod 	Pandalidae	Pandalidae	Pandalidae	NA	NA	4.1	3	3	0.2	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	250	0.03	02-Jan	Arthropoda	Malacostraca	Decapoda	Pandalidae	NA	NA	Decapod 	Pandalidae	Pandalidae	Pandalidae	NA	NA	<2	2	67	4.43	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	250	0.03	<1	Arthropoda	Maxillipoda	Calanoida	Paracalanidae	Paracalanus	NA	Calanoid copepod	Paracalanus	Paracalanus	Paracalanus	NA	NA	<2	18	600	39.9	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	2000	1	10-May	Arthropoda	Malacostraca	Decapoda	Pinnotheridae	NA	NA	Decapod 	Pinnotheridae	Pinnotheridae	Pinnotheridae	NA	NA	6	1	1	0.07	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	250	0.03	<1	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Podon	NA	Cladoceran	Podon	Podon	Podon	NA	NA	<2	1	33	2.22	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	250	0.03	02-Jan	Arthropoda	Maxillipoda	Calanoida	Clausocalanidae	Pseudocalanus	NA	Calanoid copepod	Pseudocalanus	Pseudocalanus	Pseudocalanus	NA	NA	<2	85	2833	188.4	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	2000	1	10-May	Cnidaria	Hydrozoa	Anthoathecata	Corynidae	Sarsia	NA	Other	Sarsia	Sarsia	Sarsia	NA	NA	7.75	3	3	0.2	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	1000	1	05-Feb	Arthropoda	Hexanauplia	Calanoida	Tortanidae	Tortanus	NA	Calanoid copepod	Tortanus	Tortanus	Tortanus	NA	F	2.3	1	1	0.07	Andrea Le	
JSPK1135	J07	JS	South	2016-06-20	0	250	688676	691262	69.49364749	0:01:59	13.63812832	15.03887957	250	0.03	02-Jan	Arthropoda	Hexanauplia	Calanoida	Tortanidae	Tortanus	NA	Calanoid copepod	Tortanus	Tortanus	Tortanus	NA	M	<2	1	33	2.22	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	250	0.02	02-Jan	Arthropoda	Maxillopoda	Calanoida	Acartiidae	Acartia	NA	Calanoid copepod	Acartia	Acartia	Acartia	NA	NA	<2	5	250	22.22	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	1000	1	10-May	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Annatiara	affinis	Other	Annatiara	Annatiara	Annatiara affinis	NA	NA	6.8	1	1	0.09	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	250	0.02	<1	Arthropoda	Maxillopoda	NA	NA	NA	NA	Barnacle	Barnacle	Barnacle	Barnacle Nauplius	nauplius	NA	<2	179	8950	795.42	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	250	0.02	<1	Mollusca	Bivalvia	NA	NA	NA	NA	Other	Bivalvia	Bivalvia	Bivalve veliger	veliger	NA	<2	8	400	35.55	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	1000	1	05-Feb	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Clytia	NA	Other	Clytia	Clytia	Clytia	NA	NA	3.5	1	1	0.09	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	250	0.02	<1	Arthropoda	Maxillopoda	Poecilostomatoida	Corycaeidae	Corycaeus	NA	Other	Corycaeus	Corycaeus	Corycaeus	NA	NA	<2	3	150	13.33	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	250	0.02	<1	Arthropoda	Maxillopoda	NA	NA	NA	NA	Barnacle	Barnacle	Barnacle	Cyprid	NA	NA	<2	11	550	48.88	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	250	0.02	<1	Echinodermata	NA	NA	NA	NA	NA	Other	Echinodermata	Echinodermata	Echinodermata	NA	NA	<2	39	1950	173.3	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	1000	1	02-Jan	Chordata	Actinopterygii	NA	NA	NA	NA	Other	Actinopterygii	Actinopterygii	Egg (fish)	NA	NA	<2	2	2	0.18	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	250	0.02	<1	NA	NA	NA	NA	NA	NA	Other	Other	Other	Egg (oily)	NA	NA	<2	20	1000	88.87	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	250	0.02	<1	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Evadne	NA	Cladoceran	Evadne	Evadne	Evadne	NA	NA	<2	207	10350	919.84	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	250	0.02	<1	Mollusca	Gastropoda	NA	NA	NA	NA	Other	Gastropoda	Gastropoda	Gastropod egg	NA	NA	<2	13	650	57.77	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	250	0.02	<1	Mollusca	Gastropoda	NA	NA	NA	NA	Other	Gastropoda	Gastropoda	Gastropod veliger	veliger	NA	<2	1	50	4.44	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	250	0.02	05-Feb	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	NA	Larvacean	Larvacean	Larvacean	Oikopleura	NA	NA	<2	50	2500	222.18	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	1000	1	10-May	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	NA	NA	Other	Pandeidae	Pandeidae	Pandeidae	NA	NA	5.25	2	2	0.18	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	250	0.02	<1	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	NA	NA	Other	Pandeidae	Pandeidae	Pandeidae	NA	NA	<2	1	50	4.44	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	250	0.02	<1	Arthropoda	Maxillipoda	Calanoida	Paracalanidae	Paracalanus	NA	Calanoid copepod	Paracalanus	Paracalanus	Paracalanus	NA	NA	<2	7	350	31.11	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	250	0.02	<1	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Podon	NA	Cladoceran	Podon	Podon	Podon	NA	NA	<2	4	200	17.77	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	250	0.02	<1	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Podon	NA	Cladoceran	Podon	Podon	Podon	NA	NA	<2	45	2250	199.96	Andrea Le	
QPK1019	D07	DI	Central	2015-05-21	0	250	29274	29272	-0.053746054	0:03:01	-0.010547663	11.25197	250	0.02	<1	Annelida	Polychaeta	NA	NA	NA	NA	Other	Polychaeta	Polychaeta	Polychaete trocophore	NA	NA	<2	1	50	4.44	Andrea Le	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	250	0.0106	02-Jan	Arthropoda	Maxillopoda	Calanoida	Acartiidae	Acartia	NA	Calanoid copepod	Acartia	Acartia	Acartia	NA	M	<2	1	94	6.26	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	250	0.0106	02-Jan	Arthropoda	Maxillopoda	Calanoida	Acartiidae	Acartia	NA	Calanoid copepod	Acartia	Acartia	Acartia	NA	F	<2	1	94	6.26	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	2000	1	10-May	Cnidaria	Hydrozoa	Leptomedusae	Aequoreidae	Aequorea	victoria	Other	Aequorea	Aequorea	Aequorea victoria	NA	NA	49	1	1	0.07	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	1000	1	05-Feb	Arthropoda	Malacostraca	Decapoda	NA	NA	NA	Decapod 	Decapoda	Decapoda	Anomuran	NA	NA	2.9	1	1	0.07	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	250	0.0106	<1	Arthropoda	Maxillopoda	NA	NA	NA	NA	Barnacle	Barnacle	Barnacle	Barnacle Nauplius	nauplius	NA	<2	120	11321	751.67	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	250	0.0106	<1	Mollusca	Bivalvia	NA	NA	NA	NA	Other	Bivalvia	Bivalvia	Bivalve veliger	veliger	NA	<2	11	1038	68.9	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	250	0.0106	02-Jan	Arthropoda	Maxillipoda	Calanoida	Centropagidae	Centropages	abdominalis	Calanoid copepod	Centropages	Centropages	Centropages abdominalis	NA	M	<2	1	94	6.26	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	250	0.0106	<1	Arthropoda	Maxillipoda	Calanoida	NA	NA	NA	Calanoid copepod	Copepod (<CV)	Copepodite	Copepodite	C1	NA	<2	4	377	25.06	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	250	0.0106	<1	Arthropoda	Maxillopoda	Poecilostomatoida	Corycaeidae	Corycaeus	NA	Other	Corycaeus	Corycaeus	Corycaeus	NA	NA	<2	8	755	50.11	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	2000	1	02-Jan	Ctenophora	NA	NA	NA	NA	NA	Other	Ctenophora	Ctenophora	Ctenophore	NA	NA	15	6	6	0.4	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	250	0.0106	<1	Arthropoda	Maxillopoda	NA	NA	NA	NA	Barnacle	Barnacle	Barnacle	Cyprid	NA	NA	<2	35	3302	219.24	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	1000	1	<1	NA	NA	NA	NA	NA	NA	Other	Other	Other	Egg (oily)	NA	NA	1.5	2	2	0.13	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	250	0.0106	<1	NA	NA	NA	NA	NA	NA	Other	Other	Other	Egg (oily)	NA	NA	<2	3	283	18.79	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	250	0.0106	<1	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Evadne	NA	Cladoceran	Evadne	Evadne	Evadne	NA	NA	<2	270	25472	1691.25	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	250	0.0106	<1	NA	NA	NA	NA	NA	NA	Other	Other	Other	Flatworm	NA	NA	<2	1	94	6.26	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	250	0.0106	<1	Mollusca	Gastropoda	NA	NA	NA	NA	Other	Gastropoda	Gastropoda	Gastropod	NA	NA	<2	1	94	6.26	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	250	0.0106	02-Jan	Arthropoda	Malacostraca	Decapoda	Grapsidae	NA	NA	Decapod 	Grapsidae	Grapsidae	Grapsidae	NA	NA	<2	1	94	6.26	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	250	0.0106	<1	Cnidaria	Hydrozoa	NA	NA	NA	NA	Other	Hydrozoa	Hydrozoa	Hydrozoan	NA	NA	<2	8	755	50.11	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	1000	1	05-Feb	Arthropoda	Malacostraca	Amphipoda	Hyperiidae	NA	NA	Amphipod 	Hyperiidae	Hyperiidae	Hyperiid amphipod	NA	NA	4.35	2	2	0.13	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	250	0.0106	02-Jan	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	NA	Larvacean	Larvacean	Larvacean	Oikopleura	NA	NA	<2	11	1038	68.9	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	250	0.0106	<1	Arthropoda	Maxillipoda	Calanoida	Paracalanidae	Paracalanus	parvus	Calanoid copepod	Paracalanus	Paracalanus	Paracalanus parvus	NA	NA	<2	76	7170	476.06	Sam James	
QPK1041	D07	DI	Central	2015-06-05	0	250	80490	83309	75.75506276	NA	14.86693107	15.0608478	250	0.0106	<1	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Podon	NA	Cladoceran	Podon	Podon	Podon	NA	NA	<2	62	5849	388.36	Sam James	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	02-Jan	Arthropoda	Maxillopoda	Calanoida	Acartiidae	Acartia	NA	Calanoid copepod	Acartia	Acartia	Acartia	NA	NA	<2	25	139	8.23	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	2000	1	05-Feb	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Annatiara	affinis	Other	Annatiara	Annatiara	Annatiara affinis	NA	NA	3.5	1	1	0.06	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	<1	Arthropoda	Maxillopoda	NA	NA	NA	NA	Barnacle	Barnacle	Barnacle	Barnacle Nauplius	nauplius	NA	<2	2	11	0.66	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	<1	Mollusca	Bivalvia	NA	NA	NA	NA	Other	Bivalvia	Bivalvia	Bivalve veliger	veliger	NA	<2	2	11	0.66	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	<1	Bryozoa	NA	NA	NA	NA	NA	Other	Bryozoa	Bryozoa	Bryozoa	NA	NA	<2	1	6	0.33	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	1000	1	05-Feb	Arthropoda	Maxillopoda	Calanoida	Calanidae	Calanus	pacificus	Calanoid copepod	Calanus	Calanus	Calanus pacificus	NA	NA	2.7	2	2	0.12	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	02-Jan	Arthropoda	Maxillopoda	Calanoida	Calanidae	Calanus	pacificus	Calanoid copepod	Calanus	Calanus	Calanus pacificus	NA	NA	2.3	3	17	0.99	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	02-Jan	Arthropoda	Maxillipoda	Calanoida	Centropagidae	Centropages	abdominalis	Calanoid copepod	Centropages	Centropages	Centropages abdominalis	C5	NA	<2	3	17	0.99	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	02-Jan	Arthropoda	Maxillipoda	Calanoida	Centropagidae	Centropages	abdominalis	Calanoid copepod	Centropages	Centropages	Centropages abdominalis	NA	M	<2	12	67	3.95	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	<1	Arthropoda	Maxillipoda	NA	NA	NA	NA	Other	Copepod (<CV)	Copepod nauplius	Copepod nauplius	nauplius	NA	<2	1	6	0.33	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	<1	Arthropoda	Maxillipoda	Calanoida	NA	NA	NA	Calanoid copepod	Copepod (<CV)	Copepodite	Copepodite	C2	NA	<2	5	28	1.65	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	<1	Arthropoda	Maxillipoda	Calanoida	NA	NA	NA	Calanoid copepod	Copepod (<CV)	Copepodite	Copepodite	C1	NA	<2	1	6	0.33	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	<1	Arthropoda	Maxillipoda	Calanoida	NA	NA	NA	Calanoid copepod	Copepod (<CV)	Copepodite	Copepodite	C3	NA	<2	3	17	0.99	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	<1	Arthropoda	Maxillopoda	Poecilostomatoida	Corycaeidae	Corycaeus	NA	Other	Corycaeus	Corycaeus	Corycaeus	NA	NA	<2	39	217	12.84	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	<1	Arthropoda	Maxillopoda	NA	NA	NA	NA	Barnacle	Barnacle	Barnacle	Cyprid	NA	NA	<2	5	28	1.65	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	1000	1	05-Feb	Arthropoda	Hexanauplia	Calanoida	Pontellidae	Epilabidocera	longipedata	Calanoid copepod	Epilabidocera	Epilabidocera	Epilabidocera longipedata	NA	F	3.7	3	3	0.18	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	1000	1	05-Feb	Arthropoda	Hexanauplia	Calanoida	Pontellidae	Epilabidocera	longipedata	Calanoid copepod	Epilabidocera	Epilabidocera	Epilabidocera longipedata	C5	NA	2.8	2	2	0.12	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	02-Jan	Arthropoda	Hexanauplia	Calanoida	Pontellidae	Epilabidocera	longipedata	Calanoid copepod	Epilabidocera	Epilabidocera	Epilabidocera longipedata	<C5	NA	<2	1	6	0.33	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	<1	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Evadne	NA	Cladoceran	Evadne	Evadne	Evadne	NA	NA	<2	22	122	7.24	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	<1	Mollusca	Gastropoda	NA	NA	NA	NA	Other	Gastropoda	Gastropoda	Gastropod egg	NA	NA	<2	128	711	42.13	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	1000	1	05-Feb	Arthropoda	Malacostraca	Decapoda	Majidae	NA	NA	Decapod 	Majidae	Majidae	Majidae	NA	NA	2.9	2	2	0.12	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	02-Jan	Arthropoda	Malacostraca	Decapoda	Majidae	NA	NA	Decapod 	Majidae	Majidae	Majidae	NA	NA	<2	4	22	1.32	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	05-Feb	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	NA	Larvacean	Larvacean	Larvacean	Oikopleura	NA	NA	<2	4	22	1.32	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	250	0.18	<1	Arthropoda	Maxillopoda	Cyclopoida	Oithonidae	Oithona	NA	Other	Oithona	Oithona	Oithona	NA	NA	<2	1	6	0.33	Andrea Le	
QPK1049	D07	DI	Central	2015-06-13	0	250	104000	107151	84.67690768	0:03:01	16.61784313	16.88057615	1000	1	05-Feb	Arthropoda	Malacostraca	Decapoda	Pandalidae	NA	NA	Decapod 	Pandalidae	Pandalidae	Pandalidae	NA	NA	3.9	1	1	0.06	Andrea Le	
