sample_id,vol_cor,sieve,fraction_proc,size_class,phylum,class,order,family,genus,species,plot.taxon.g,plot.taxon.d,plot.taxon,labID,stage,sex,length,count,tot_count,abundance,lab_processor,sample_time,ww,biomass,processor_notes
JSPK1135,15.03887957,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Pandalidae,NA,NA,Decapod,Pandalidae,Pandalidae,Pandalidae,NA,NA,4.1,3,3,0.2,Andrea Le,7:22:00,247.2,16.43739474,NA
JSPK1135,15.03887957,250,0.03,1 to 2,Arthropoda,Malacostraca,Decapoda,Pandalidae,NA,NA,Decapod,Pandalidae,Pandalidae,Pandalidae,NA,NA,<2,2,67,4.43,Andrea Le,7:22:00,1434.4,95.37944588,NA
JSPK1135,15.03887957,250,0.03,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus,NA,NA,<2,18,600,39.9,Andrea Le,7:22:00,1434.4,95.37944588,NA
JSPK1135,15.03887957,2000,1,5 to 10,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,NA,NA,Decapod,Pinnotheridae,Pinnotheridae,Pinnotheridae,NA,NA,6,1,1,0.07,Andrea Le,7:22:00,4.4,0.292574987,non-gelatinous
JSPK1135,15.03887957,2000,1,5 to 10,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,NA,NA,Decapod,Pinnotheridae,Pinnotheridae,Pinnotheridae,NA,NA,6,1,1,0.07,Andrea Le,7:22:00,13678.5,909.5424919,gelatinous
JSPK1135,15.03887957,250,0.03,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,1,33,2.22,Andrea Le,7:22:00,1434.4,95.37944588,NA
JSPK1135,15.03887957,250,0.03,1 to 2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,Calanoid copepod,Pseudocalanus,Pseudocalanus,Pseudocalanus,NA,NA,<2,85,2833,188.4,Andrea Le,7:22:00,1434.4,95.37944588,NA
JSPK1135,15.03887957,2000,1,5 to 10,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,NA,Other,Sarsia,Sarsia,Sarsia,NA,NA,7.75,3,3,0.2,Andrea Le,7:22:00,4.4,0.292574987,non-gelatinous
JSPK1135,15.03887957,2000,1,5 to 10,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,NA,Other,Sarsia,Sarsia,Sarsia,NA,NA,7.75,3,3,0.2,Andrea Le,7:22:00,13678.5,909.5424919,gelatinous
JSPK1135,15.03887957,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,Calanoid copepod,Tortanus,Tortanus,Tortanus,NA,F,2.3,1,1,0.07,Andrea Le,7:22:00,247.2,16.43739474,NA
JSPK1135,15.03887957,250,0.03,1 to 2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,Calanoid copepod,Tortanus,Tortanus,Tortanus,NA,M,<2,1,33,2.22,Andrea Le,7:22:00,1434.4,95.37944588,NA
QPK1019,11.25197,250,0.02,1 to 2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,NA,<2,5,250,22.22,Andrea Le,15:03:00,3363.8,298.9520946,NA
QPK1019,11.25197,1000,1,5 to 10,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Annatiara,affinis,Other,Annatiara,Annatiara,Annatiara affinis,NA,NA,6.8,1,1,0.09,Andrea Le,15:03:00,22.7,2.017424504,NA
QPK1019,11.25197,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Barnacle Nauplius,nauplius,NA,<2,179,8950,795.42,Andrea Le,15:03:00,3363.8,298.9520946,NA
QPK1019,11.25197,250,0.02,<1,Mollusca,Bivalvia,NA,NA,NA,NA,Other,Bivalvia,Bivalvia,Bivalve veliger,veliger,NA,<2,8,400,35.55,Andrea Le,15:03:00,3363.8,298.9520946,NA
QPK1019,11.25197,1000,1,2 to 5,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA,Other,Clytia,Clytia,Clytia,NA,NA,3.5,1,1,0.09,Andrea Le,15:03:00,22.7,2.017424504,NA
QPK1019,11.25197,250,0.02,<1,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,Corycaeus,NA,NA,<2,3,150,13.33,Andrea Le,15:03:00,3363.8,298.9520946,NA
QPK1019,11.25197,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Cyprid,NA,NA,<2,11,550,48.88,Andrea Le,15:03:00,3363.8,298.9520946,NA
QPK1019,11.25197,250,0.02,<1,Echinodermata,NA,NA,NA,NA,NA,Other,Echinodermata,Echinodermata,Echinodermata,NA,NA,<2,39,1950,173.3,Andrea Le,15:03:00,3363.8,298.9520946,NA
QPK1019,11.25197,1000,1,1 to 2,Chordata,Actinopterygii,NA,NA,NA,NA,Other,Actinopterygii,Actinopterygii,Egg (fish),NA,NA,<2,2,2,0.18,Andrea Le,15:03:00,22.7,2.017424504,NA
QPK1019,11.25197,250,0.02,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg (oily),NA,NA,<2,20,1000,88.87,Andrea Le,15:03:00,3363.8,298.9520946,NA
QPK1019,11.25197,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,207,10350,919.84,Andrea Le,15:03:00,3363.8,298.9520946,NA
QPK1019,11.25197,250,0.02,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod egg,NA,NA,<2,13,650,57.77,Andrea Le,15:03:00,3363.8,298.9520946,NA
QPK1019,11.25197,250,0.02,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod veliger,veliger,NA,<2,1,50,4.44,Andrea Le,15:03:00,3363.8,298.9520946,NA
QPK1019,11.25197,250,0.02,2 to 5,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,<2,50,2500,222.18,Andrea Le,15:03:00,3363.8,298.9520946,NA
QPK1019,11.25197,1000,1,5 to 10,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,NA,NA,Other,Pandeidae,Pandeidae,Pandeidae,NA,NA,5.25,2,2,0.18,Andrea Le,15:03:00,22.7,2.017424504,NA
QPK1019,11.25197,250,0.02,<1,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,NA,NA,Other,Pandeidae,Pandeidae,Pandeidae,NA,NA,<2,1,50,4.44,Andrea Le,15:03:00,3363.8,298.9520946,NA
QPK1019,11.25197,250,0.02,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus,NA,NA,<2,7,350,31.11,Andrea Le,15:03:00,3363.8,298.9520946,NA
QPK1019,11.25197,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,4,200,17.77,Andrea Le,15:03:00,3363.8,298.9520946,NA
QPK1019,11.25197,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,45,2250,199.96,Andrea Le,15:03:00,3363.8,298.9520946,NA
QPK1019,11.25197,250,0.02,<1,Annelida,Polychaeta,NA,NA,NA,NA,Other,Polychaeta,Polychaeta,Polychaete trocophore,NA,NA,<2,1,50,4.44,Andrea Le,15:03:00,3363.8,298.9520946,NA
QPK1041,15.0608478,250,0.0106,1 to 2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,M,<2,1,94,6.26,Sam James,15:27:00,2824.3,187.5259638,NA
QPK1041,15.0608478,250,0.0106,1 to 2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,F,<2,1,94,6.26,Sam James,15:27:00,2824.3,187.5259638,NA
QPK1041,15.0608478,2000,1,5 to 10,Cnidaria,Hydrozoa,Leptomedusae,Aequoreidae,Aequorea,victoria,Other,Aequorea,Aequorea,Aequorea victoria,NA,NA,49,1,1,0.07,Sam James,15:27:00,14838.6,985.2433407,gelatinous
QPK1041,15.0608478,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,Decapod,Decapoda,Decapoda,Anomuran,NA,NA,2.9,1,1,0.07,Sam James,15:27:00,1084,71.97469986,NA
QPK1041,15.0608478,250,0.0106,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Barnacle Nauplius,nauplius,NA,<2,120,11321,751.67,Sam James,15:27:00,2824.3,187.5259638,NA
QPK1041,15.0608478,250,0.0106,<1,Mollusca,Bivalvia,NA,NA,NA,NA,Other,Bivalvia,Bivalvia,Bivalve veliger,veliger,NA,<2,11,1038,68.9,Sam James,15:27:00,2824.3,187.5259638,NA
QPK1041,15.0608478,250,0.0106,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,M,<2,1,94,6.26,Sam James,15:27:00,2824.3,187.5259638,NA
QPK1041,15.0608478,250,0.0106,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C1,NA,<2,4,377,25.06,Sam James,15:27:00,2824.3,187.5259638,NA
QPK1041,15.0608478,250,0.0106,<1,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,Corycaeus,NA,NA,<2,8,755,50.11,Sam James,15:27:00,2824.3,187.5259638,NA
QPK1041,15.0608478,2000,1,1 to 2,Ctenophora,NA,NA,NA,NA,NA,Other,Ctenophora,Ctenophora,Ctenophore,NA,NA,15,6,6,0.4,Sam James,15:27:00,14838.6,985.2433407,gelatinous
QPK1041,15.0608478,250,0.0106,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Cyprid,NA,NA,<2,35,3302,219.24,Sam James,15:27:00,2824.3,187.5259638,NA
QPK1041,15.0608478,1000,1,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg (oily),NA,NA,1.5,2,2,0.13,Sam James,15:27:00,1084,71.97469986,NA
QPK1041,15.0608478,250,0.0106,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg (oily),NA,NA,<2,3,283,18.79,Sam James,15:27:00,2824.3,187.5259638,NA
QPK1041,15.0608478,250,0.0106,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,270,25472,1691.25,Sam James,15:27:00,2824.3,187.5259638,NA
QPK1041,15.0608478,250,0.0106,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Flatworm,NA,NA,<2,1,94,6.26,Sam James,15:27:00,2824.3,187.5259638,NA
QPK1041,15.0608478,250,0.0106,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod,NA,NA,<2,1,94,6.26,Sam James,15:27:00,2824.3,187.5259638,NA
QPK1041,15.0608478,250,0.0106,1 to 2,Arthropoda,Malacostraca,Decapoda,Grapsidae,NA,NA,Decapod,Grapsidae,Grapsidae,Grapsidae,NA,NA,<2,1,94,6.26,Sam James,15:27:00,2824.3,187.5259638,NA
QPK1041,15.0608478,250,0.0106,<1,Cnidaria,Hydrozoa,NA,NA,NA,NA,Other,Hydrozoa,Hydrozoa,Hydrozoan,NA,NA,<2,8,755,50.11,Sam James,15:27:00,2824.3,187.5259638,NA
QPK1041,15.0608478,1000,1,2 to 5,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,NA,NA,Amphipod,Hyperiidae,Hyperiidae,Hyperiid amphipod,NA,NA,4.35,2,2,0.13,Sam James,15:27:00,1084,71.97469986,NA
QPK1041,15.0608478,250,0.0106,1 to 2,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,<2,11,1038,68.9,Sam James,15:27:00,2824.3,187.5259638,NA
QPK1041,15.0608478,250,0.0106,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,parvus,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus parvus,NA,NA,<2,76,7170,476.06,Sam James,15:27:00,2824.3,187.5259638,NA
QPK1041,15.0608478,250,0.0106,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,62,5849,388.36,Sam James,15:27:00,2824.3,187.5259638,NA
QPK1049,16.88057615,250,0.18,1 to 2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,NA,<2,25,139,8.23,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,2000,1,2 to 5,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Annatiara,affinis,Other,Annatiara,Annatiara,Annatiara affinis,NA,NA,3.5,1,1,0.06,Andrea Le,16:38:00,0.8,0.047391747,gelatinous
QPK1049,16.88057615,250,0.18,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Barnacle Nauplius,nauplius,NA,<2,2,11,0.66,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,250,0.18,<1,Mollusca,Bivalvia,NA,NA,NA,NA,Other,Bivalvia,Bivalvia,Bivalve veliger,veliger,NA,<2,2,11,0.66,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,250,0.18,<1,Bryozoa,NA,NA,NA,NA,NA,Other,Bryozoa,Bryozoa,Bryozoa,NA,NA,<2,1,6,0.33,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,1000,1,2 to 5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,Calanoid copepod,Calanus,Calanus,Calanus pacificus,NA,NA,2.7,2,2,0.12,Andrea Le,16:38:00,7.7,0.456145568,NA
QPK1049,16.88057615,250,0.18,1 to 2,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,Calanoid copepod,Calanus,Calanus,Calanus pacificus,NA,NA,2.3,3,17,0.99,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,250,0.18,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,C5,NA,<2,3,17,0.99,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,250,0.18,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,M,<2,12,67,3.95,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,250,0.18,<1,Arthropoda,Maxillipoda,NA,NA,NA,NA,Other,Copepod (<CV),Copepod nauplius,Copepod nauplius,nauplius,NA,<2,1,6,0.33,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,250,0.18,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C2,NA,<2,5,28,1.65,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,250,0.18,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C1,NA,<2,1,6,0.33,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,250,0.18,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C3,NA,<2,3,17,0.99,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,250,0.18,<1,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,Corycaeus,NA,NA,<2,39,217,12.84,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,250,0.18,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Cyprid,NA,NA,<2,5,28,1.65,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,NA,F,3.7,3,3,0.18,Andrea Le,16:38:00,7.7,0.456145568,NA
QPK1049,16.88057615,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,C5,NA,2.8,2,2,0.12,Andrea Le,16:38:00,7.7,0.456145568,NA
QPK1049,16.88057615,250,0.18,1 to 2,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,<C5,NA,<2,1,6,0.33,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,250,0.18,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,22,122,7.24,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,250,0.18,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod egg,NA,NA,<2,128,711,42.13,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Majidae,NA,NA,Decapod,Majidae,Majidae,Majidae,NA,NA,2.9,2,2,0.12,Andrea Le,16:38:00,7.7,0.456145568,NA
QPK1049,16.88057615,250,0.18,1 to 2,Arthropoda,Malacostraca,Decapoda,Majidae,NA,NA,Decapod,Majidae,Majidae,Majidae,NA,NA,<2,4,22,1.32,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,250,0.18,2 to 5,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,<2,4,22,1.32,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,250,0.18,<1,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Oithona,NA,Other,Oithona,Oithona,Oithona,NA,NA,<2,1,6,0.33,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Pandalidae,NA,NA,Decapod,Pandalidae,Pandalidae,Pandalidae,NA,NA,3.9,1,1,0.06,Andrea Le,16:38:00,7.7,0.456145568,NA
QPK1049,16.88057615,250,0.18,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus,NA,NA,<2,74,411,24.35,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,250,0.18,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,1,6,0.33,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK1049,16.88057615,250,0.18,1 to 2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,Calanoid copepod,Pseudocalanus,Pseudocalanus,Pseudocalanus,NA,NA,<2,11,61,3.62,Andrea Le,16:38:00,332.1,19.67349912,NA
QPK731,5.285355957,2000,1,5 to 10,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Amphinema,platyhedos,Other,Amphinema,Amphinema,Amphinema platytiedos,NA,NA,8.75,2,2,0.38,Andrea Le,14:51:00,96.8,18.31475511,gelatinous
QPK731,5.285355957,1000,1,5 to 10,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Amphinema,platyhedos,Other,Amphinema,Amphinema,Amphinema platytiedos,NA,NA,5.4,3,3,0.57,Andrea Le,14:51:00,472.3,89.36011195,NA
QPK731,5.285355957,250,0.01,1 to 2,Arthropoda,Malacostraca,Amphipoda,Gammaridae,NA,NA,Amphipod,Gammaridae,Amphipoda,Amphipod,juvenile,NA,<2,1,100,18.92,Andrea Le,14:51:00,4154.6,786.0586938,NA
QPK731,5.285355957,250,0.01,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Barnacle Nauplius,nauplius,NA,<2,44,4400,832.49,Andrea Le,14:51:00,4154.6,786.0586938,NA
QPK731,5.285355957,250,0.01,<1,Mollusca,Bivalvia,NA,NA,NA,NA,Other,Bivalvia,Bivalvia,Bivalve veliger,veliger,NA,<2,3,300,56.76,Andrea Le,14:51:00,4154.6,786.0586938,NA
QPK731,5.285355957,1000,1,2 to 5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,Calanus,Calanus marshallae,NA,NA,3.3,1,1,0.19,Andrea Le,14:51:00,472.3,89.36011195,NA
QPK731,5.285355957,1000,1,2 to 5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,Calanoid copepod,Calanus,Calanus,Calanus pacificus,NA,NA,2.5,2,2,0.38,Andrea Le,14:51:00,472.3,89.36011195,NA
QPK731,5.285355957,250,0.01,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,F,<2,3,300,56.76,Andrea Le,14:51:00,4154.6,786.0586938,NA
QPK731,5.285355957,1000,1,5 to 10,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA,Other,Clytia,Clytia,Clytia,NA,NA,8,1,1,0.19,Andrea Le,14:51:00,472.3,89.36011195,NA
QPK731,5.285355957,250,0.01,<1,Arthropoda,Maxillipoda,NA,NA,NA,NA,Other,Copepod (<CV),Copepod nauplius,Copepod nauplius,nauplius,NA,<2,8,800,151.36,Andrea Le,14:51:00,4154.6,786.0586938,NA
QPK731,5.285355957,250,0.01,<1,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,Corycaeus,NA,NA,<2,15,1500,283.8,Andrea Le,14:51:00,4154.6,786.0586938,NA
QPK731,5.285355957,250,0.01,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Cyprid,NA,NA,<2,6,600,113.52,Andrea Le,14:51:00,4154.6,786.0586938,NA
QPK731,5.285355957,250,0.01,<1,Echinodermata,NA,NA,NA,NA,NA,Other,Echinodermata,Echinodermata,Echinodermata,NA,NA,<2,84,8400,1589.3,Andrea Le,14:51:00,4154.6,786.0586938,NA
QPK731,5.285355957,250,0.01,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg (oily),NA,NA,<2,1,100,18.92,Andrea Le,14:51:00,4154.6,786.0586938,NA
QPK731,5.285355957,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,135,13500,2554.23,Andrea Le,14:51:00,4154.6,786.0586938,NA
QPK731,5.285355957,1000,1,2 to 5,Arthropoda,Malacostraca,Amphipoda,Gammaridae,NA,NA,Amphipod,Gammaridae,Amphipoda,Gammarid,NA,NA,2.8,2,2,0.38,Andrea Le,14:51:00,472.3,89.36011195,NA
QPK731,5.285355957,250,0.01,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod egg,NA,NA,<2,2,200,37.84,Andrea Le,14:51:00,4154.6,786.0586938,NA
QPK731,5.285355957,250,0.01,<1,Cnidaria,Hydrozoa,NA,NA,NA,NA,Other,Hydrozoa,Hydrozoa,Hydromedusae,NA,NA,<2,4,400,75.68,Andrea Le,14:51:00,4154.6,786.0586938,NA
QPK731,5.285355957,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,Metridia,Metridia,NA,NA,2.9,1,1,0.19,Andrea Le,14:51:00,472.3,89.36011195,NA
QPK731,5.285355957,250,0.01,2 to 5,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,<2,62,6200,1173.05,Andrea Le,14:51:00,4154.6,786.0586938,NA
QPK731,5.285355957,250,0.01,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus,NA,NA,<2,109,10900,2062.3,Andrea Le,14:51:00,4154.6,786.0586938,NA
QPK731,5.285355957,2000,1,>10,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,NA,NA,Other,Pleurobrachiidae,Pleurobrachiidae,Pleurobrachiidae,NA,NA,13,1,1,0.19,Andrea Le,14:51:00,96.8,18.31475511,gelatinous
QPK731,5.285355957,1000,1,5 to 10,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,NA,NA,Other,Pleurobrachiidae,Pleurobrachiidae,Pleurobrachiidae,NA,NA,8.5,8,8,1.51,Andrea Le,14:51:00,472.3,89.36011195,NA
QPK731,5.285355957,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,29,2900,548.69,Andrea Le,14:51:00,4154.6,786.0586938,NA
QPK731,5.285355957,250,0.01,1 to 2,Annelida,Polychaeta,NA,NA,NA,NA,Other,Polychaeta,Polychaeta,Polychaete trocophore,NA,NA,<2,1,100,18.92,Andrea Le,14:51:00,4154.6,786.0586938,NA
QPK731,5.285355957,1000,1,2 to 5,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA,Other,Siphonophorae,Siphonophorae,Siphonophore pneumatophore,NA,NA,2.8,1,1,0.19,Andrea Le,14:51:00,472.3,89.36011195,NA
QPK731,5.285355957,250,0.01,1 to 2,Annelida,Polychaeta,Spionida,Spionidae,NA,NA,Other,Spionidae,Spionidae,Spionidae,NA,NA,<2,1,100,18.92,Andrea Le,14:51:00,4154.6,786.0586938,NA
QPK751,7.277517206,250,0.03,1 to 2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,NA,<2,1,33,4.58,Andrea Le,14:27:00,945.6,129.9344231,NA
QPK751,7.277517206,2000,1,>10,Cnidaria,Hydrozoa,Leptomedusae,Aequoreidae,Aequorea,victoria,Other,Aequorea,Aequorea,Aequorea victoria,NA,NA,20,1,1,0.14,Andrea Le,14:27:00,853.5,117.2790082,gelatinous
QPK751,7.277517206,2000,1,5 to 10,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Amphinema,platyhedos,Other,Amphinema,Amphinema,Amphinema platyhedos,NA,NA,5.4,2,2,0.27,Andrea Le,14:27:00,853.5,117.2790082,gelatinous
