project,action,date,work_area,jsp_survey_id,gather_long,gather_lat,set_time,survey,site_id,pk,seine_id,set_number,set_type,time_searching,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,preservation_status,collection_protocol,seine_notes
JSP,,2016-05-18,QUADRA,DE269,-124.917743,50.020465,6:58:00,DI_E,D25,129,DE269N2,2,TARGETED,22,,,,TRUE,30,200,3,3,5,10,0,0,0,0,,,1,SEMSP,1: First set 06:20 mostly chum fry. Set on dimpling 2 and a single slider event(1) resume search 06:48; second set 06:58-targeted set.
JSP,,2016-05-18,QUADRA,DE269,-124.917743,50.020465,6:20:00,DI_E,D25,130,DE269N1,1,TARGETED,22,,,,FALSE,0,2,0,0,0,50,0,0,0,0,,,,SEMSP,1: First set 06:20 mostly chum fry. Set on dimpling 2 and a single slider event(1) resume search 06:48; second set 06:58-targeted set.
JSP,,2016-05-18,QUADRA,DE272,-125.160818,49.990151,13:15:00,DI_W,D04,131,DE272N1,1,TARGETED,27,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: set surface activity only recorded once. Unclear which set its for.
JSP,,2016-05-18,QUADRA,DE272,-125.160818,49.990151,12:51:00,DI_W,D04,132,DE272N2,2,TARGETED,27,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: Resume search 13:05 after first set.
JSP,,2016-05-19,QUADRA,DE274,-125.042165,50.319977,6:56:00,DI_E,D08,133,DE274N1,1,TARGETED,25,,,,TRUE,30,100,3,3,8,8,1,1,0,0,,,1,SEMSP,
JSP,,2016-05-19,QUADRA,DE275,-125.119113,50.241361,10:52:00,DI_C,D24,134,DE275N1,1,TARGETED,10,,,,TRUE,30,600,10,20,10,20,1,1,0,0,,,1,SEMSP,1: morst in MS222 waste by accident
JSP,,2016-05-19,QUADRA,DE276,-125.138578,50.191099,14:10:00,DI_C,D07,135,DE276N1,1,TARGETED,7,,,,TRUE,30,100,10,70,10,70,0,0,0,0,,,1,SEMSP,
JSP,,2016-05-23,QUADRA,DE277,-125.325703,50.30908,6:30:00,DI_C,D09,136,DE277N1,1,TARGETED,4,,,,TRUE,30,600,10,40,10,40,1,1,0,0,,,1,SEMSP,1: Coho neglected and in dry shipper.
JSP,,2016-05-23,QUADRA,DE278,-125.377445,50.274701,9:30:00,DI_E,D27,137,DE278N1,1,TARGETED,19,,,,TRUE,30,600,10,100,10,100,0,0,4,4,,,1,SEMSP,
JSP,,2016-05-23,QUADRA,DE279,-125.395004,50.224106,13:25:00,DI_E,D22,138,DE279N2,2,TARGETED,45,,,,TRUE,30,600,10,60,10,60,7,7,3,3,,,1,SEMSP,
JSP,,2016-05-23,QUADRA,DE279,-125.395004,50.224106,13:00:00,DI_E,D22,139,DE279N1,1,TARGETED,45,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: First set originally not entered due to no fish in catch. Set surface activity was not recorded for first set.
JSP,,2016-05-24,QUADRA,DE282,-125.374782,50.392115,8:44:00,DI_E,D21,140,DE282N1,1,TARGETED,33,,,,TRUE,30,500,4,4,4,7,2,3,0,0,,,1,SEMSP,
JSP,,2016-05-26,QUADRA,DE284,-125.050736,50.3175,7:52:00,DI_E,D08,141,DE284N2,2,TARGETED,42,,,,FALSE,0,2,0,40,0,20,0,2,0,0,,,,SEMSP,
JSP,,2016-05-26,QUADRA,DE284,-125.050736,50.3175,7:13:00,DI_E,D08,142,DE284N1,1,TARGETED,42,,,,FALSE,0,3,0,1,0,9,0,1,0,0,,,,SEMSP,
JSP,,2016-05-26,QUADRA,DE287,-125.143169,50.190737,11:06:00,DI_C,D07,143,DE287N1,1,TARGETED,5,,,,TRUE,30,600,10,80,10,80,0,0,0,0,,,1,SEMSP,
JSP,,2016-05-27,QUADRA,DE288,-125.397476,50.243773,7:00:00,DI_E,D22,144,DE288N1,1,TARGETED,9,,,,TRUE,30,400,10,40,8,20,0,0,0,1,,,1,SEMSP,
JSP,,2016-05-27,QUADRA,DE290,-125.333511,50.304166,12:32:00,DI_C,D09,145,DE290N2,2,TARGETED,5,,,,TRUE,30,200,9,9,10,13,0,0,4,4,,,1,SEMSP,
JSP,,2016-05-27,QUADRA,DE290,-125.333511,50.304166,11:30:00,DI_C,D09,146,DE290N1,1,TARGETED,5,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: Caught net on bottom; abandoned set to free net.
JSP,,2016-06-01,QUADRA,DE292,-125.326765,50.308769,7:47:00,DI_C,D09,147,DE292N1,1,TARGETED,0,,,,TRUE,30,200,3,3,10,60,0,0,0,0,,,1,SEMSP,
JSP,,2016-06-01,QUADRA,DE293,-125.328828,50.274055,10:50:00,DI_E,D27,148,DE293N1,1,TARGETED,0,,,,TRUE,30,1000,10,100,10,100,1,2,10,13,,,1,SEMSP,
JSP,,2016-06-01,QUADRA,DE294,-125.396035,50.24565,14:35:00,DI_E,D22,149,DE294N1,1,TARGETED,2,,,,TRUE,30,50,10,100,10,10,0,0,0,0,,,1,SEMSP,1: First dayaltering search time method. First day with altered set/site-wide surface activity
JSP,,2016-06-02,QUADRA,DE295,-125.45463,50.347739,7:17:00,DI,D11,150,DE295N1,1,TARGETED,7,,,,TRUE,30,400,4,4,10,100,0,0,3,3,,,1,SEMSP,1: Boat/Net pushed around in current while maneuvering boat into ssafe position. Significant scale loss. Fish may not be suitable for sea lice enumeration.
JSP,,2016-06-02,QUADRA,DE296,-125.376067,50.386065,10:38:00,DI_E,D21,151,DE296N1,1,TARGETED,5,,,,TRUE,30,200,6,6,10,200,0,0,0,0,,,1,SEMSP,
JSP,,2016-06-02,QUADRA,DE297,-125.368231,50.462513,14:39:00,DI_E,D20,152,DE297N1,1,TARGETED,5,,,,TRUE,30,300,4,100,3,80,0,0,0,1,,,1,SEMSP,
JSP,,2016-06-03,QUADRA,DE299,-125.126574,50.239953,8:21:00,DI_C,D24,153,DE299N1,1,TARGETED,3,,,,TRUE,30,200,10,200,10,200,1,1,0,0,,,1,SEMSP,
JSP,,2016-06-03,QUADRA,DE300,-125.143416,50.190887,12:45:00,DI_C,D07,154,DE300N1,1,TARGETED,4,,,,TRUE,30,600,10,100,10,100,1,2,0,0,,,1,SEMSP,
JSP,,2016-06-07,QUADRA,DE301,-125.332956,50.30436,8:25:00,DI_C,D09,155,DE301N1,1,TARGETED,1,,,,TRUE,30,80,0,0,10,15,0,0,0,0,,,1,SEMSP,1: Visual estimate of catch: 80 sockeye; 5 chum; 3 chinook. Census of catch (milk jug scoop): 82 sockeye; 8 chum; 3 chinook.Total abundance estimate: B: 110; L: 80; M: 60
JSP,,2016-06-07,QUADRA,DE302,-125.398265,50.242671,13:10:00,DI_E,D22,156,DE302N1,1,TARGETED,4,,,,TRUE,30,570,10,36,10,80,1,2,10,16,,,1,SEMSP,1: Counted fish individually as they swam over the corks during release process for more precise enumeration. Numbers on reverse of data sheet. Enumerated numbers was conducted after sampling and does not include sampled fish. Sockeye: 537; chum: 71; pink: 36; coho: 1; herring: 6
JSP,,2016-06-08,QUADRA,DE303,-125.455554,50.347862,6:40:00,DI,D11,157,DE303N1,1,TARGETED,4,,,,TRUE,30,400,10,100,10,100,0,0,0,0,,,1,SEMSP,
JSP,,2016-06-08,QUADRA,DE305,-125.368943,50.461604,12:00:00,DI_E,D20,158,DE305N2,2,TARGETED,17,,,,TRUE,30,100,10,50,10,50,1,1,0,0,,,1,SEMSP,
JSP,,2016-06-08,QUADRA,DE305,-125.368943,50.461604,11:45:00,DI_E,D20,159,DE305N1,1,TARGETED,17,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: No fish in first set.
JSP,,2016-06-09,QUADRA,DE307,-125.050807,50.31794,7:00:00,DI_E,D08,160,DE307N1,1,TARGETED,2,,,,TRUE,0,0,10,26,10,40,1,1,1,1,,,1,SEMSP,
JSP,,2016-06-09,QUADRA,DE308,-125.143138,50.190683,10:30:00,DI_C,D07,161,DE308N1,1,TARGETED,1,,,,TRUE,30,80,10,60,4,100,0,0,0,0,,,1,SEMSP,1: Fish became unhappy in net; released before able to take all 10 chum samples
JSP,,2016-06-11,QUADRA,DE310,-124.916211,50.021998,7:05:00,DI_E,D25,162,DE310N2,2,TARGETED,0,,,,TRUE,1,1,8,10,5,6,0,0,0,0,,,1,SEMSP,
JSP,,2016-06-11,QUADRA,DE310,-124.916211,50.021998,6:35:00,DI_E,D25,163,DE310N1,1,TARGETED,0,,,,FALSE,0,0,0,0,0,10,0,1,0,0,,,,SEMSP,
JSP,,2016-06-13,QUADRA,DE315,-125.365332,50.391225,9:50:00,DI_E,D21,164,DE315N1,1,TARGETED,40,,,,TRUE,15,15,10,100,9,80,0,0,0,0,,,1,SEMSP,
JSP,,2016-06-14,QUADRA,DE317,-125.334369,50.305971,7:40:00,DI_C,D09,165,DE317N3,3,RANDOM,,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: random blind set thus no other data collected
JSP,,2016-06-14,QUADRA,DE317,-125.334369,50.305971,6:59:00,DI_C,D09,166,DE317N2,2,RANDOM,,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: random blind set thus no other data collected
JSP,,2016-06-14,QUADRA,DE317,-125.334369,50.305971,6:34:00,DI_C,D09,167,DE317N1,1,RANDOM,,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: random blind set thus no other data collected
JSP,,2016-06-14,QUADRA,DE320,-125.39888,50.235322,8:47:00,DI_E,D22,168,DE320N1,1,TARGETED,11,,,,TRUE,30,200,10,400,10,400,0,0,0,0,,,1,SEMSP,1: mort due to miscount
JSP,,2016-06-14,QUADRA,DE321,-125.381356,50.275083,11:58:00,DI_E,D27,169,DE321N1,1,TARGETED,2,,,,TRUE,6,6,10,500,10,20,0,0,0,0,,,1,SEMSP,1: mort due to miscount. DS00996 clip removed because it was a pink not a sockeye.
JSP,,2016-06-14,QUADRA,DE322,-125.332605,50.307203,14:20:00,DI_C,D09,170,DE322N1,1,TARGETED,3,,,,TRUE,30,100,10,100,10,200,0,0,0,0,,,1,SEMSP,1: 3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N; 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed; no fish in net. 3) 07:40 @ western mooring. No surface activity observed; no fish.
JSP,,2016-06-16,QUADRA,DE323,-125.044219,50.319224,7:20:00,DI_E,D08,171,DE323N2,2,RANDOM,52,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: Sampling with DFO. Chrys Neville/Nordic Queen second set time: 07:00. Zero surface activity and no fish. DFO also reported minimal fish in their catch; almost no sockeye.
JSP,,2016-06-16,QUADRA,DE323,-125.044219,50.319224,6:58:00,DI_E,D08,172,DE323N1,1,TARGETED,52,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: Sampling with DFO. Chrys Neville/Nordic Queen first set time: 06:33. One splash and one dimple ovserved; but not deemed settable school. No other surface activity observed in area. DFO also reported minimal fish in their catch; almost no sockeye.
JSP,,2016-06-16,QUADRA,DE325,-125.1179,50.238067,9:22:00,DI_C,D24,173,DE325N2,2,TARGETED,0,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: Sparse splashing; no fish.
JSP,,2016-06-16,QUADRA,DE325,-125.1179,50.238067,8:50:00,DI_C,D24,174,DE325N1,1,TARGETED,0,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,
JSP,,2016-06-16,QUADRA,DE327,-125.143884,50.191383,14:00:00,DI_C,D07,175,DE327N2,2,TARGETED,9,,,,TRUE,30,300,0,100,0,100,0,0,0,0,,,1,SEMSP,1: Took 30 sockeye to train lab personnel. Set time not taken; but estimated to be 14:00.
JSP,,2016-06-16,QUADRA,DE327,-125.143884,50.191383,11:23:00,DI_C,D07,176,DE327N1,1,TARGETED,9,,,,TRUE,30,100,10,30,10,30,0,0,0,0,,,1,SEMSP,1: Released first set; then remembered Bretts request for trainer fish. 10 or more fish escaped from the net through gaps between net and corks.
JSP,,2016-06-21,QUADRA,DE329,-125.335266,50.30661,9:36:00,DI_C,D09,177,DE329N2,2,TARGETED,3,,,,TRUE,14,14,10,20,10,30,0,0,0,0,,,1,SEMSP,1: DFO set at 09:30. No fish in our first set but large school observed. 3 CTD drops total: 1 practice; 1 @ oceanography site (65m); 1 @ fish site (10m); catch enumerated (sockeye: 14; chum: 36; pink: 27)
JSP,,2016-06-21,QUADRA,DE329,-125.335266,50.30661,9:23:00,DI_C,D09,178,DE329N1,1,TARGETED,3,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: DFO set at 09:30. No fish in our first set but large school observed. 3 CTD drops total: 1 practice; 1 @ oceanography site (65m); 1 @ fish site (10m)
JSP,,2016-06-21,QUADRA,DE331,-125.39734,50.236643,14:37:00,DI_E,D22,179,DE331N1,1,TARGETED,7,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: 3rd set caught approximately 300 fish. Current caused issues and needed to release set.
JSP,,2016-06-22,QUADRA,DE335,-125.373533,50.382455,7:00:00,DI_E,D21,180,DE335N2,2,TARGETED,0,,,,TRUE,60,100,10,200,10,200,0,0,0,0,,,1,SEMSP,1: 2nd set: 0700. 30 sockeye taken as trainer fish.
JSP,,2016-06-22,QUADRA,DE335,-125.373533,50.382455,6:33:00,DI_E,D21,181,DE335N1,1,TARGETED,0,,,,FALSE,0,0,0,0,0,0,0,1,0,0,,,,SEMSP,1: 1st set: 1 coho only
JSP,,2016-06-22,QUADRA,DE337,-125.613237,50.38992,10:52:00,DI,D28,182,DE337N1,1,TARGETED,30,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: DFO set at 10:44 - Cameron & Julia report zero sockeye in set. 1st set 10:52 on one aggressive slider. Suspect coho
JSP,,2016-06-22,QUADRA,DE338,-125.365059,50.458706,13:00:00,DI_E,D20,183,DE338N1,1,TARGETED,8,,,,TRUE,30,50,10,100,10,100,0,0,3,3,,,1,SEMSP,
JSP,,2016-06-23,QUADRA,DE341,-125.119941,50.24043,10:20:00,DI_C,D24,184,DE341N1,1,TARGETED,12,,,,TRUE,21,21,10,100,10,200,0,0,3,3,,,1,SEMSP,
JSP,,2016-06-24,QUADRA,DE342,-124.916635,50.022465,7:50:00,DI_E,D25,185,DE342N1,1,TARGETED,23,,,,FALSE,0,0,0,10,0,10,0,0,0,0,,,,SEMSP,
JSP,,2016-06-24,QUADRA,DE344,-125.15945,49.997783,11:45:00,DI_W,D04,186,DE344N1,1,TARGETED,21,,,,TRUE,9,9,10,70,10,70,0,0,3,3,,,1,SEMSP,1: 1st set no fish; interupted oceanography to set. Crafty fish; very skittish. Gone Quickly. Ipad not working and coordinates were taken off phne in degree decimal minutes. 2nd set: after leaving the site.
JSP,,2016-06-29,QUADRA,DE350,-125.329361,50.307068,10:02:00,DI_C,D09,187,DE350N2,2,TARGETED,14,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: Set 2 with DFO. DFO set at 10:00; Sloop Jo set at 10:02. Targeted school seen below the surface. No fish.
JSP,,2016-06-29,QUADRA,DE350,-125.329361,50.307068,9:24:00,DI_C,D09,188,DE350N1,1,RANDOM,14,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: Set 1 with DFO. DFO set at 09:22; Sloop Jo set at 09:24. Random set; no fish.
JSP,,2016-06-30,QUADRA,DE352,-125.373927,50.378699,6:43:00,DI_E,D21,189,DE352N1,1,TARGETED,0,,,,TRUE,6,6,10,300,10,300,0,0,2,2,,,1,SEMSP,
JSP,,2016-06-30,QUADRA,DE353,-125.455923,50.348081,9:45:00,DI,D11,190,DE353N1,1,TARGETED,18,,,,TRUE,22,22,10,200,10,40,0,0,0,0,,,1,SEMSP,
JSP,,2016-06-30,QUADRA,DE355,-125.359047,50.462531,15:15:00,DI_E,D20,191,DE355N1,1,TARGETED,15,,,,TRUE,6,6,10,70,10,50,0,0,0,0,,,1,SEMSP,1: Search paused at 14:51; continued at 15:08.
JSP,,2016-07-05,QUADRA,DE357,-125.12055,50.240733,8:50:00,DI_C,D24,192,DE357N2,2,TARGETED,7,,,,FALSE,0,0,0,8,0,1,0,0,0,0,,,,SEMSP,
JSP,,2016-07-05,QUADRA,DE357,-125.12055,50.240733,8:30:00,DI_C,D24,193,DE357N1,1,TARGETED,7,,,,FALSE,0,0,0,1,0,1,0,0,0,0,,,,SEMSP,
JSP,,2016-07-06,QUADRA,DE360,-125.378066,50.275178,6:40:00,DI_E,D27,194,DE360N1,1,TARGETED,8,,,,TRUE,24,24,10,200,10,40,0,0,0,0,,,1,SEMSP,
JSP,,2016-07-06,QUADRA,DE361,-125.322977,50.307066,10:15:00,DI_C,D09,195,DE361N2,2,TARGETED,,,,,TRUE,8,8,10,100,10,100,1,1,0,0,,,1,SEMSP,1: DFO set: @ 09:55. Luke thinks they fd (net twist) But SJ and BJ think different. LR probably correct because we heard swearing from DFO boat during their net retrieval. Our catch enumerated: 195 fish. DFO caught chum; coho; no sox. DFO earlier in the day caight ~ 300 fish mostly pink + chum with chinook at Deep Water Bay.
JSP,,2016-07-06,QUADRA,DE361,-125.336639,50.304502,9:45:00,DI_C,D09,196,DE361N1,1,TARGETED,3,,,,FALSE,0,1,0,40,0,20,0,0,0,0,,,,SEMSP,1: re set because there was lots of surface activity elsewhere
JSP,,2015-05-20,JOHNSTONE STRAIT,JE100,,,7:10:00,JS_N,J03,254,JE100N1,1,TARGETED,30,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-20,JOHNSTONE STRAIT,JE101,-126.24163,50.50535,9:50:00,JS_N,J05,255,JE101N1,1,TARGETED,10,,,,TRUE,30,300,1,1,10,20,6,6,4,4,,,0,SEMSP,1: fish not labelled in order
JSP,,2015-05-21,JOHNSTONE STRAIT,JE102,,,,JS_N,J06,256,JE102N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-21,JOHNSTONE STRAIT,JE102,-126.03259,50.47479,6:20:00,JS_N,J06,257,JE102N2,2,TARGETED,10,,,,TRUE,30,100,0,0,10,30,3,3,0,0,,,0,SEMSP,
JSP,,2015-05-21,JOHNSTONE STRAIT,JE103,,,,JS_N,J04,258,JE103N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-21,JOHNSTONE STRAIT,JE103,,,13:40:00,JS_N,J04,259,JE103N2,2,TARGETED,90,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-22,JOHNSTONE STRAIT,JE104,-126.11933,50.45614,6:40:00,JS_S,J07,260,JE104N1,1,TARGETED,1,,,,TRUE,30,600,0,0,1,1,4,4,0,0,,,0,SEMSP,
JSP,,2015-05-22,JOHNSTONE STRAIT,JE105,,,,JS_S,J08,261,JE105N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-22,JOHNSTONE STRAIT,JE105,-126.41037,50.48078,9:40:00,JS_S,J08,262,JE105N2,2,TARGETED,3,,,,TRUE,30,150,0,0,3,3,10,150,0,0,,,0,SEMSP,
JSP,,2015-05-22,JOHNSTONE STRAIT,JE106,,,,JS_N,J04,263,JE106N3,3,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-22,JOHNSTONE STRAIT,JE106,,,,JS_N,J04,264,JE106N2,2,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-22,JOHNSTONE STRAIT,JE106,,,,JS_N,J04,265,JE106N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-22,JOHNSTONE STRAIT,JE106,-126.39167,50.52222,13:50:00,JS_N,J04,266,JE106N4,4,TARGETED,10,,,,TRUE,30,150,0,0,2,2,10,10,1,1,,,0,SEMSP,
JSP,,2015-05-23,JOHNSTONE STRAIT,JE107,,,,JS_N,J03,267,JE107N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-23,JOHNSTONE STRAIT,JE107,-126.67096,50.54648,6:00:00,JS_N,J03,268,JE107N2,2,TARGETED,0,,,,TRUE,30,300,0,0,0,0,0,0,0,0,,,0,SEMSP,1: all fish samples labelled 'J0CP' for now; will need to be hanged once site name confirmed J03
JSP,,2015-05-23,JOHNSTONE STRAIT,JE108,,,,JS_S,J09,269,JE108N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-23,JOHNSTONE STRAIT,JE108,-126.78096,50.54039,9:00:00,JS_S,J09,270,JE108N2,2,TARGETED,0,,,,TRUE,30,200,0,0,10,25,8,8,5,5,,,0,SEMSP,
JSP,,2015-05-23,JOHNSTONE STRAIT,JE109,,,,JS_N,J10,271,JE109N2,2,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-23,JOHNSTONE STRAIT,JE109,,,,JS_N,J10,272,JE109N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-23,JOHNSTONE STRAIT,JE109,-126.73532,50.55787,12:35:00,JS_N,J10,273,JE109N3,3,TARGETED,0,,,,TRUE,30,1200,0,0,10,20,0,0,0,0,,,0,SEMSP,
JSP,,2015-05-24,JOHNSTONE STRAIT,JE110,,,,JS_N,J02,274,JE110N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-24,JOHNSTONE STRAIT,JE110,-126.70394,50.60101,6:25:00,JS_N,J02,275,JE110N2,2,TARGETED,1,,,,TRUE,30,400,0,0,7,7,1,1,0,0,,,1,SEMSP,
JSP,,2015-05-24,JOHNSTONE STRAIT,JE112,-126.0273,50.47696,14:00:00,JS_N,J06,276,JE112N1,1,TARGETED,5,,,,TRUE,30,400,0,0,2,2,0,0,0,0,,,1,SEMSP,
JSP,,2015-05-25,JOHNSTONE STRAIT,JE113,-126.21348,50.49853,5:40:00,JS_N,J05,277,JE113N1,1,TARGETED,1,,,,TRUE,30,300,0,0,10,150,0,0,4,4,,,1,SEMSP,
JSP,,2015-05-25,JOHNSTONE STRAIT,JE114,-126.39046,50.52363,9:50:00,JS_N,J04,278,JE114N1,1,TARGETED,70,,,,TRUE,30,800,2,2,10,50,4,4,0,0,,,1,SEMSP,
JSP,,2015-05-25,JOHNSTONE STRAIT,JE115,-126.41291,50.48103,13:00:00,JS_S,J08,279,JE115N1,1,TARGETED,25,,,,TRUE,30,40,0,0,10,15,1,1,3,3,,,1,SEMSP,
JSP,,2015-05-26,JOHNSTONE STRAIT,JE116,-126.11838,50.45622,5:45:00,JS_S,J07,280,JE116N1,1,TARGETED,1,,,,TRUE,30,1000,0,0,10,200,1,1,5,5,,,1,SEMSP,1: unknown salmonid bycatch not sockeye; chum; pink; coho; or chinook
JSP,,2015-05-26,JOHNSTONE STRAIT,JE117,,,,JS_N,J03,281,JE117N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-26,JOHNSTONE STRAIT,JE117,-126.67256,50.54672,9:35:00,JS_N,J03,282,JE117N2,2,TARGETED,1,,,,TRUE,30,1000,0,0,10,30,1,1,0,0,,,1,SEMSP,
JSP,,2015-05-26,JOHNSTONE STRAIT,JE118,-126.78256,50.53989,12:55:00,JS_S,J09,283,JE118N1,1,TARGETED,2,,,,TRUE,30,1500,1,1,10,100,0,0,1,1,,,1,SEMSP,
JSP,,2015-05-27,JOHNSTONE STRAIT,JE119,-126.75326,50.55951,6:00:00,JS_N,J10,284,JE119N1,1,TARGETED,40,,,,TRUE,30,100,0,0,10,30,10,20,0,0,,,1,SEMSP,
JSP,,2015-05-27,JOHNSTONE STRAIT,JE122,,,,JS_S,J09,285,JE122N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-27,JOHNSTONE STRAIT,JE122,-126.7781,50.53957,13:15:00,JS_S,J09,286,JE122N2,2,TARGETED,10,,,,TRUE,30,2000,0,0,10,200,6,10,2,3,,,1,SEMSP,1: small hole in the bunt. Lots of fish escaped. May have been more herring and coho originally. School > 2000
JSP,,2015-05-28,JOHNSTONE STRAIT,JE123,,,,JS_N,J01,287,JE123N2,2,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-28,JOHNSTONE STRAIT,JE123,,,,JS_N,J01,288,JE123N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-28,JOHNSTONE STRAIT,JE123,-126.70066,50.57078,5:35:00,JS_N,J01,289,JE123N3,3,TARGETED,70,,,,TRUE,30,1000,0,0,10,200,2,10,1,10,,,1,SEMSP,
JSP,,2015-05-29,JOHNSTONE STRAIT,JE126,-126.01069,50.4838,6:55:00,JS_N,J06,290,JE126N1,1,TARGETED,85,,,,TRUE,30,40,0,0,10,200,1,1,6,10,,,1,SEMSP,
JSP,,2015-05-29,JOHNSTONE STRAIT,JE127,,,11:30:00,JS_N,J05,291,JE127N1,1,TARGETED,150,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: one net set; no fish caught
JSP,,2015-05-30,JOHNSTONE STRAIT,JE128,,,,JS_N,J05,292,JE128N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-30,JOHNSTONE STRAIT,JE128,-126.24336,50.50733,6:30:00,JS_N,J05,293,JE128N2,2,TARGETED,45,,,,TRUE,30,300,0,0,10,300,1,1,0,0,,,1,SEMSP,
JSP,,2015-05-30,JOHNSTONE STRAIT,JE129,,,,JS_S,J07,294,JE129N2,2,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-30,JOHNSTONE STRAIT,JE129,,,,JS_S,J07,295,JE129N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-30,JOHNSTONE STRAIT,JE129,-126.16458,50.45679,9:25:00,JS_S,J07,296,JE129N3,3,TARGETED,60,,,,TRUE,30,600,0,0,10,400,4,4,5,5,,,1,SEMSP,
JSP,,2015-05-30,JOHNSTONE STRAIT,JE131,-126.3987,50.48405,15:05:00,JS_S,J08,297,JE131N1,1,TARGETED,5,,,,TRUE,30,1000,1,10,10,300,1,1,10,20,,,1,SEMSP,
JSP,,2015-05-31,JOHNSTONE STRAIT,JE132,-126.40028,50.52152,6:45:00,JS_N,J04,298,JE132N1,1,TARGETED,90,,,,TRUE,30,100,0,0,10,200,0,0,3,3,,,1,SEMSP,
JSP,,2015-05-31,JOHNSTONE STRAIT,JE133,-126.66218,50.54605,9:45:00,JS_N,J03,299,JE133N1,1,TARGETED,30,,,,TRUE,30,400,0,0,10,200,0,0,10,20,,,1,SEMSP,
