project,action,seine_id,date,work_area,survey,site_id,UFN,semsp_id,jsp_survey_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,date_processed,cwt,adipose,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,analysis_planned,dissection_status,lice_collection_protocol,lice_id_protocol,analyzing_lab,quality_level,comments,quality_log,sampling_week
JSP,NA,JE140N1,2015-06-02,JOHNSTONE STRAIT,JS_S,J07,U5454,2015-06-02-J07-CU-1,JE140,CU,NA,NA,NA,NA,NA,NA,2018-12-06,NONE,PRESENT,22.6,121,126,NA,NA,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),02-Jun
JSP,NA,JE140N1,2015-06-02,JOHNSTONE STRAIT,JS_S,J07,U5461,2015-06-02-J07-PI-1,JE140,PI,NA,NA,NA,NA,NA,NA,2018-12-06,NONE,PRESENT,19.4,115,120,NA,NA,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,JE140N1,2015-06-02,JOHNSTONE STRAIT,JS_S,J07,U5460,2015-06-02-J07-PI-2,JE140,PI,NA,NA,NA,NA,NA,NA,2018-12-06,NONE,PRESENT,16.7,112,116,NA,NA,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,JE140N1,2015-06-02,JOHNSTONE STRAIT,JS_S,J07,U5459,2015-06-02-J07-CU-9,JE140,CU,NA,NA,NA,NA,NA,NA,2018-12-06,NONE,PRESENT,18.5,115,120,NA,NA,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,JE140N1,2015-06-02,JOHNSTONE STRAIT,JS_S,J07,U5458,2015-06-02-J07-CU-7,JE140,CU,NA,NA,NA,NA,NA,NA,2018-12-06,NONE,PRESENT,16.4,115,120,NA,NA,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,JE140N1,2015-06-02,JOHNSTONE STRAIT,JS_S,J07,U5457,2015-06-02-J07-CU-3,JE140,CU,NA,NA,NA,NA,NA,NA,2018-12-06,NONE,PRESENT,23.7,120,125,NA,NA,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,JE140N1,2015-06-02,JOHNSTONE STRAIT,JS_S,J07,U5456,2015-06-02-J07-CU-4,JE140,CU,NA,NA,NA,NA,NA,NA,2018-12-06,NONE,PRESENT,20.3,124,130,NA,NA,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,JE140N1,2015-06-02,JOHNSTONE STRAIT,JS_S,J07,U5455,2015-06-02-J07-CU-10,JE140,CU,NA,NA,NA,NA,NA,NA,2018-12-06,NONE,PRESENT,24.3,131,136,NA,NA,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,JE140N1,2015-06-02,JOHNSTONE STRAIT,JS_S,J07,U5453,2015-06-02-J07-CU-8,JE140,CU,NA,NA,NA,NA,NA,NA,2018-12-06,NONE,PRESENT,27.6,131,136,NA,NA,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,JE140N1,2015-06-02,JOHNSTONE STRAIT,JS_S,J07,U5452,2015-06-02-J07-CU-6,JE140,CU,NA,NA,NA,NA,NA,NA,2018-12-06,NONE,PRESENT,20.5,122,127,NA,NA,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,JE140N1,2015-06-02,JOHNSTONE STRAIT,JS_S,J07,U5451,2015-06-02-J07-CU-2,JE140,CU,NA,NA,NA,NA,NA,NA,2018-12-05,NONE,PRESENT,18,120,124,NA,NA,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,JE140N1,2015-06-02,JOHNSTONE STRAIT,JS_S,J07,U5450,2015-06-02-J07-CU-5,JE140,CU,NA,NA,NA,NA,NA,NA,2018-12-05,NONE,PRESENT,23.5,123,128,NA,NA,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,JE152N1,2015-06-06,JOHNSTONE STRAIT,JS_S,J07,U5499,2015-06-06-J07-CU-3,JE152,CU,NA,NA,NA,NA,NA,NA,2018-09-21,NONE,PRESENT,20.2,120,125,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun
JSP,NA,JE152N1,2015-06-06,JOHNSTONE STRAIT,JS_S,J07,U5497,2015-06-06-J07-CU-1,JE152,CU,NA,NA,NA,NA,NA,NA,2018-09-21,NONE,PRESENT,20.6,124,129,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun
JSP,NA,JE152N1,2015-06-06,JOHNSTONE STRAIT,JS_S,J07,U5498,2015-06-06-J07-CU-9,JE152,CU,NA,NA,NA,NA,NA,NA,2018-09-21,NONE,ABSENT,13.2,106,112,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,JE152N1,2015-06-06,JOHNSTONE STRAIT,JS_S,J07,U5496,2015-06-06-J07-CU-2,JE152,CU,NA,NA,NA,NA,NA,NA,2018-09-21,NONE,PRESENT,19.3,118,123,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,JE152N1,2015-06-06,JOHNSTONE STRAIT,JS_S,J07,U5495,2015-06-06-J07-CU-4,JE152,CU,NA,NA,NA,NA,NA,NA,2018-09-21,NONE,PRESENT,18,116,121,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,JE152N1,2015-06-06,JOHNSTONE STRAIT,JS_S,J07,U5494,2015-06-06-J07-CU-10,JE152,CU,NA,NA,NA,NA,NA,NA,2018-09-21,NONE,PRESENT,21.1,126,131,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,JE152N1,2015-06-06,JOHNSTONE STRAIT,JS_S,J07,U5493,2015-06-06-J07-CU-5,JE152,CU,NA,NA,NA,NA,NA,NA,2018-09-21,NONE,PRESENT,14.2,111,115,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,JE152N1,2015-06-06,JOHNSTONE STRAIT,JS_S,J07,U5492,2015-06-06-J07-CU-6,JE152,CU,NA,NA,NA,NA,NA,NA,2018-09-20,NONE,PRESENT,19.4,125,132,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,JE152N1,2015-06-06,JOHNSTONE STRAIT,JS_S,J07,U5491,2015-06-06-J07-CU-8,JE152,CU,NA,NA,NA,NA,NA,NA,2018-09-20,NONE,PRESENT,14.5,110,115,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,JE152N1,2015-06-06,JOHNSTONE STRAIT,JS_S,J07,U5490,2015-06-06-J07-CU-7,JE152,CU,NA,NA,NA,NA,NA,NA,2018-09-20,NONE,PRESENT,15.5,114,119,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,JE152N1,2015-06-06,JOHNSTONE STRAIT,JS_S,J07,U5480,2015-06-06-J07-PI-2,JE152,PI,NA,NA,NA,NA,NA,NA,2018-08-30,NONE,PRESENT,17.5,120,124,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_CRYO,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,JE152N1,2015-06-06,JOHNSTONE STRAIT,JS_S,J07,U5479,2015-06-06-J07-PI-1,JE152,PI,NA,NA,NA,NA,NA,NA,2018-08-30,NONE,PRESENT,13.4,112,116,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_CRYO,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,JE152N1,2015-06-06,JOHNSTONE STRAIT,JS_S,J07,U5478,2015-06-06-J07-PI-3,JE152,PI,NA,NA,NA,NA,NA,NA,2018-08-30,NONE,PRESENT,16.4,115,119,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_CRYO,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,JE173N1,2015-06-14,JOHNSTONE STRAIT,JS_S,J07,U5462,2015-06-14-J07-CU-5,JE173,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,26.1,135,141,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),16-Jun
JSP,NA,JE173N1,2015-06-14,JOHNSTONE STRAIT,JS_S,J07,U5477,2015-06-14-J07-PI-3,JE173,PI,NA,NA,NA,NA,NA,NA,2018-08-30,NONE,PRESENT,21.4,124,129,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_CRYO,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),16-Jun
JSP,NA,JE173N1,2015-06-14,JOHNSTONE STRAIT,JS_S,J07,U5472,2015-06-14-J07-PI-5,JE173,PI,NA,NA,NA,NA,NA,NA,2018-08-30,NONE,PRESENT,17.8,117,122,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_CRYO,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),16-Jun
JSP,NA,JE173N1,2015-06-14,JOHNSTONE STRAIT,JS_S,J07,U5466,2015-06-14-J07-CU-10,JE173,CU,NA,NA,NA,NA,NA,NA,2018-10-22,NONE,PRESENT,23.5,129,135,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,JE173N1,2015-06-14,JOHNSTONE STRAIT,JS_S,J07,U5465,2015-06-14-J07-CU-8,JE173,CU,NA,NA,NA,NA,NA,NA,2018-10-22,NONE,PRESENT,23.9,125,131,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,JE173N1,2015-06-14,JOHNSTONE STRAIT,JS_S,J07,U5464,2015-06-14-J07-CU-3,JE173,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,22.1,126,132,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,JE173N1,2015-06-14,JOHNSTONE STRAIT,JS_S,J07,U5463,2015-06-14-J07-CU-1,JE173,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,17.8,121,126,NA,Did not take DNA sample,nematode on stomach,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,JE173N1,2015-06-14,JOHNSTONE STRAIT,JS_S,J07,U5436,2015-06-14-J07-CU-2,JE173,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,20.9,124,129,NA,Did not take DNA sample,nematode on liver,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,JE173N1,2015-06-14,JOHNSTONE STRAIT,JS_S,J07,U5435,2015-06-14-J07-CU-9,JE173,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,25.6,126,130,NA,Did not take DNA sample,nematode on spleen,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,JE173N1,2015-06-14,JOHNSTONE STRAIT,JS_S,J07,U5434,2015-06-14-J07-CU-4,JE173,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,28.2,138,144,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,JE173N1,2015-06-14,JOHNSTONE STRAIT,JS_S,J07,U5433,2015-06-14-J07-CU-7,JE173,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,25.2,129,134,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,JE173N1,2015-06-14,JOHNSTONE STRAIT,JS_S,J07,U5432,2015-06-14-J07-CU-6,JE173,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,24.8,128,134,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,JE173N1,2015-06-14,JOHNSTONE STRAIT,JS_S,J07,U5476,2015-06-14-J07-PI-4,JE173,PI,NA,NA,NA,NA,NA,NA,2018-08-30,NONE,PRESENT,22.7,130,135,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_CRYO,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,JE173N1,2015-06-14,JOHNSTONE STRAIT,JS_S,J07,U5475,2015-06-14-J07-PI-7,JE173,PI,NA,NA,NA,NA,NA,NA,2018-08-30,NONE,PRESENT,24.6,129,135,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_CRYO,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,JE173N1,2015-06-14,JOHNSTONE STRAIT,JS_S,J07,U5474,2015-06-14-J07-PI-1,JE173,PI,NA,NA,NA,NA,NA,NA,2018-08-30,NONE,PRESENT,23.8,125,131,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_CRYO,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,JE173N1,2015-06-14,JOHNSTONE STRAIT,JS_S,J07,U5473,2015-06-14-J07-PI-2,JE173,PI,NA,NA,NA,NA,NA,NA,2018-08-30,NONE,PRESENT,20.6,124,129,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_CRYO,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,JE173N1,2015-06-14,JOHNSTONE STRAIT,JS_S,J07,U5471,2015-06-14-J07-PI-6,JE173,PI,NA,NA,NA,NA,NA,NA,2018-08-30,NONE,PRESENT,16.6,115,120,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_CRYO,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U8892,2015-06-20-J07-PI-9,JE195,PI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA,23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U8891,2015-06-20-J07-PI-8,JE195,PI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA,23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U8890,2015-06-20-J07-PI-7,JE195,PI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA,23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U8889,2015-06-20-J07-PI-10,JE195,PI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA,23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U8888,2015-06-20-J07-PI-1,JE195,PI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA,23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U5488,2015-06-20-J07-CU-7,JE195,CU,NA,NA,NA,NA,NA,NA,2018-08-31,NONE,PRESENT,20,120,125,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U5487,2015-06-20-J07-CU-6,JE195,CU,NA,NA,NA,NA,NA,NA,2018-08-31,NONE,PRESENT,26.9,134,140,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U5115,2015-06-20-J07-CU-9,JE195,CU,NA,NA,NA,NA,NA,NA,2018-08-31,NONE,PRESENT,17.9,118,123,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U5483,2015-06-20-J07-CU-1,JE195,CU,NA,NA,NA,NA,NA,NA,2018-08-31,NONE,PRESENT,14.5,109,114,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U5482,2015-06-20-J07-CU-4,JE195,CU,NA,NA,NA,NA,NA,NA,2018-08-31,NONE,PRESENT,23.5,126,131,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U5421,2015-06-20-J07-PI-4,JE195,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,15.8,114,118,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U5420,2015-06-20-J07-PI-3,JE195,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,ABSENT,13.5,108,112,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U5419,2015-06-20-J07-PI-5,JE195,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,12.6,108,113,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U5418,2015-06-20-J07-PI-6,JE195,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,ABSENT,15.7,106,113,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U5417,2015-06-20-J07-PI-2,JE195,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,19.5,117,122,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U5489,2015-06-20-J07-CU-2,JE195,CU,NA,NA,NA,NA,NA,NA,2018-08-31,NONE,PRESENT,15.5,112,116,NA,Did not take DNA sample. Sea louse wasn't collected,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Technicianmr,NA,NA,23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U5486,2015-06-20-J07-CU-10,JE195,CU,NA,NA,NA,NA,NA,NA,2018-08-31,NONE,PRESENT,21.8,129,135,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Technicianmr,NA,NA,23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U5485,2015-06-20-J07-CU-8,JE195,CU,NA,NA,NA,NA,NA,NA,2018-08-31,NONE,PRESENT,15.1,114,119,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Technicianmr,NA,NA,23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U5484,2015-06-20-J07-CU-3,JE195,CU,NA,NA,NA,NA,NA,NA,2018-08-31,NONE,PRESENT,16.3,115,120,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Technicianmr,NA,NA,23-Jun
JSP,NA,JE195N1,2015-06-20,JOHNSTONE STRAIT,JS_S,J07,U5481,2015-06-20-J07-CU-5,JE195,CU,NA,NA,NA,NA,NA,NA,2018-08-31,NONE,PRESENT,24.9,126,131,NA,Did not take DNA sample,NA,STB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,LAB_MOTILES_ETOH,NA,HAKAI,Technicianmr,NA,NA,23-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5412,2015-06-29-J07-PI-2,JE213,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,30.4,137,142,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5449,2015-06-29-J07-CU-5,JE213,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,18.7,117,123,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5448,2015-06-29-J07-CU-3,JE213,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,32.6,141,146,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
JSP,NA,JE213N1,2015-06-29,JOHNSTONE STRAIT,JS_S,J07,U5447,2015-06-29-J07-CU-10,JE213,CU,NA,NA,NA,NA,NA,NA,2018-10-18,NONE,PRESENT,24.5,124,129,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,30-Jun
