ufn,vfid,semsp_id,fish_species,sample_site,sample_date,year,date_processed.x,microscope_hours,analysis,stomach_weight_full,stomach_weight_empty,calculated_stomach_weight,bolus_weight,visual_gfi,summed_content_weight,taxa_group,phylum,subphylum,class,subclass,order,suborder,infraorder,family,genus,species.x,life_stage,taxa_detail_calc,taxa_detail_manual,sex,prey_abund,max_length,min_length,digestion_state,prey_weight,relative_biomass,size_class,overnight,subsample,comments.x,project,action,seine_id,date,work_area,survey,site_id,jsp_survey_id,species.y,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,date_processed.y,cwt,adipose,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,analysis_planned,dissection_status,lice_collection_protocol,lice_id_protocol,analyzing_lab,quality_level,comments.y,quality_log,sampling_week,gather_long,gather_lat,set_time,pk,set_number,set_type,time_searching,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,preservation_status,collection_protocol,seine_notes
U3836,40,2016-06-09-J02-PI-6,Pink,J02,2016-06-09,2016,2018-11-20,11,Spatial,1103.7,142.5,961.2,839.1,100%,715.2,Calanoids_Small,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Acartiidae,Acartia,longiremis,NA,Acartia_longiremis,acartia longiremis,NA,1,1.1,1.1,1,0.1,0.013982103,1 to 2,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,13.6,105,110,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Hyperiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,Physocephalata,Hyperiidae,Hyperoche,medusarum,NA,Hyperoche_medusarum,hyperoche medusarum,NA,1,4,4,2,2.4,0.379506641,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Chaetognaths,Chaetognatha,NA,Sagittoidea,NA,Phragmophora,NA,NA,Eukrohniidae,Eukrohnia,hamata,NA,Eukrohnia_hamata,eukrohnia hamata,NA,1,15,15,1,4.2,0.664136622,>10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Hyperiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,Physocephalata,Hyperiidae,Themisto,pacifica,NA,Themisto_pacifica,themisto pacifica,NA,6,4.3,2.2,1,9.4,1.486401012,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Hyperiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,Physocephalata,Hyperiidae,Hyperoche,NA,NA,Hyperoche,hyperoche,NA,1,4.7,4.7,1,2,0.316255534,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Hyperiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,Physocephalata,Hyperiidae,Themisto,pacifica,NA,Themisto_pacifica,themisto pacifica,NA,1,2.8,2.8,2,1.6,0.253004428,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Euphausiid_Larvae,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Calyptopis,Euphausiidae_Calyptopis,calyptopes,NA,2,1.7,1.3,1,0.1,0.015812777,1 to 2,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Euphausiid_Larvae,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Furcilia,Euphausiidae_Furcilia,furcilia,NA,3,5.8,5.4,1,1.8,0.284629981,5 to 10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Euphausiid_Larvae,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Furcilia,Euphausiidae_Furcilia,furcilia,NA,14,4.5,2.6,1,4.3,0.679949399,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Euphausiid_Larvae,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Furcilia,Euphausiidae_Furcilia,furcilia,NA,5,5,2.7,2,1.6,0.253004428,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Euphausiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,Euphausia,pacifica,NA,Euphausia_pacifica,euphausia pacifica,NA,3,10.3,10.1,1,15.6,2.466793169,>10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Euphausiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,Euphausia,pacifica,NA,Euphausia_pacifica,euphausia pacifica,NA,3,9.8,8,1,12.6,1.992409867,5 to 10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Euphausiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,NA,Euphausiidae,euphausiids,NA,8,13.9,10,2,48.4,7.653383934,>10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Euphausiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,NA,Euphausiidae,euphausiids,NA,9,9.7,6.6,2,30.9,4.886148008,5 to 10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Euphausiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,NA,Euphausiidae,euphausiids,NA,16,9.3,5.5,3,62.7,9.914611006,5 to 10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Barnacle_Nauplii,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,NA,NA,NA,NA,Nauplii,Balanomorpha_Nauplii,barnacle nauplii,NA,5,0.7,0.6,1,0.1,0.015812777,<1,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Digested,NA,NA,NA,NA,NA,NA,NA,NA,Goop,NA,NA,Goop,goop,NA,1,1,0.8,4,7.4,1.170145478,<1,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Calanoids_Large,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Pontellidae,Epilabidocera,amphrites,NA,Epilabidocera_amphrites,epilabidocera amphrites,M,3,3.6,3.2,1,4.2,0.664136622,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Calanoids_Large,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Pontellidae,Epilabidocera,amphrites,NA,Epilabidocera_amphrites,epilabidocera amphrites,M,2,2.8,2.6,2,1.8,0.284629981,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Calanoids_Large,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Eucalanidae,Eucalanus,bungii,NA,Eucalanus_bungii,eucalanus bungii,NA,1,5,5,1,1.6,0.253004428,5 to 10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Calanoids_Large,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Eucalanidae,Eucalanus,NA,NA,Eucalanus,eucalanus,NA,1,4.4,4.4,2,0.9,0.142314991,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Calanoids_Large,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Neocalanus,plumchrus,NA,Neocalanus_plumchrus,neocalanus plumchrus,NA,1,4.7,4.7,1,2.2,0.347881088,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Calanoids_Large,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,marshallae,NA,Calanus_marshallae,calanus marshallae,NA,200,4.1,3.2,1,258.5,40.87602783,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Calanoids_Large,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,marshallae,NA,Calanus_marshallae,calanus marshallae,NA,111,4.1,3.2,2,81.8,12.93485136,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Calanoids_Large,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,pacificus,NA,Calanus_pacificus,calanus pacificus,NA,31,3,2.5,1,9.8,1.549652119,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Calanoids_Large,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,pacificus,NA,Calanus_pacificus,calanus pacificus,NA,114,3,2.5,2,29.3,4.63314358,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Calanoids_Small,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Pseudocalananidae,Pseudocalanus,NA,NA,Pseudocalanus,pseudocalanus,NA,139,1.9,1.1,1,7.7,1.217583808,1 to 2,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Euphausiid_Larvae,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Furcilia,Euphausiidae_Furcilia,furcilia,NA,1,0.7,0.7,3,0.1,0.015812777,<1,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3834,41,2016-06-09-J02-PI-7,Pink,J02,2016-06-09,2016,2018-11-22,14,Spatial,997.7,162.2,835.5,700,100%,632.4,Calanoids_Small,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Pseudocalananidae,Pseudocalanus,NA,NA,Pseudocalanus,pseudocalanus,NA,86,1.6,1.3,2,3.3,0.521821632,1 to 2,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,PI,NA,NA,NA,NA,NA,NA,2017-03-19,NONE,PRESENT,15.3,111,116,NA,Gill from u3835 touched inner wall of tube,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
