ufn,fish_species,stom_proc_date,food_weight_raw,food_weight_corr,fullness_cat,fullness_mean,kingdom,phylum,subphylum,class,subclass,order,suborder,infraorder,family,genus,species,life_stage,taxa_detail_calc,sex,count,length_max,length_min,length_ave,digestion_state,prey_weight_raw,prey_weight_corr,size_class,subsample,comment,processor
U5219,Chum,2019-03-26,169.2,260.568,25-50%,37.5,Animalia,Cnidaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cnidaria,NA,1,4.7,2.3,3.5,4,136.3,209.902,2 to 5,N,NA,VF
U5220,Chum,2019-03-27,103.7,159.698,25-50%,37.5,Animalia,Chaetognatha,NA,Sagittoidea,NA,Phragmophora,NA,NA,Eukrohniidae,Eukrohnia,hamata,NA,Eukrohnia_hamata,NA,1,7.6,7.6,7.6,1,1.1,1.694,5 to 10,N,NA,VF
U5220,Chum,2019-03-27,103.7,159.698,25-50%,37.5,Animalia,Chaetognatha,NA,Sagittoidea,NA,Phragmophora,NA,NA,Eukrohniidae,Eukrohnia,hamata,NA,Eukrohnia_hamata,NA,5,9.1,5.8,7.45,3,11.8,18.172,5 to 10,N,NA,VF
U5220,Chum,2019-03-27,103.7,159.698,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Eucalanidae,Eucalanus,bungii,NA,Eucalanus_bungii,M,1,5.5,5.5,5.5,1,2.6,4.004,5 to 10,N,NA,VF
U5220,Chum,2019-03-27,103.7,159.698,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Paracalanidae,Paracalanus,parvus,NA,Paracalanus_parvus,NA,1,1,1,1,1,0.1,0.154,<1,N,NA,VF
U5220,Chum,2019-03-27,103.7,159.698,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Pseudocalananidae,Pseudocalanus,NA,NA,Pseudocalanus,NA,1,1.4,1.4,1.4,1,0.1,0.154,1 to 2,N,NA,VF
U5220,Chum,2019-03-27,103.7,159.698,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Pseudocalananidae,Pseudocalanus,NA,NA,Pseudocalanus,NA,1,1.2,1.2,1.2,2,0.1,0.154,1 to 2,N,NA,VF
U5220,Chum,2019-03-27,103.7,159.698,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,pacificus,NA,Calanus_pacificus,NA,1,3,3,3,2,0.6,0.924,2 to 5,N,NA,VF
U5220,Chum,2019-03-27,103.7,159.698,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,NA,NA,Calanus,NA,1,2.7,2.7,2.7,3,0.7,1.078,2 to 5,N,NA,VF
U5220,Chum,2019-03-27,103.7,159.698,25-50%,37.5,Animalia,Ctenophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ctenophora,NA,1,5.5,5.5,5.5,3,1.9,2.926,5 to 10,N,NA,VF
U5220,Chum,2019-03-27,103.7,159.698,25-50%,37.5,Animalia,Cnidaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cnidaria,NA,1,4.1,1.5,2.8,4,125.5,193.27,2 to 5,N,NA,VF
U5220,Chum,2019-03-27,103.7,159.698,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Cyclopoida,Oithonida,NA,Oithonidae,Oithona,NA,NA,Oithona,NA,1,1,1,1,2,0.1,0.154,<1,N,NA,VF
U5220,Chum,2019-03-27,103.7,159.698,25-50%,37.5,Animalia,Annelida,NA,Polychaeta,Errantia,Phyllodocida,Phyllodocida incertae sedis,NA,Tomopteridae,Tomopteris,NA,NA,Tomopteris,NA,1,7.4,5,6.2,3,5.8,8.932,5 to 10,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Detritus,NA,NA,Detritus,NA,15,3.1,2,2.55,2,3,4.62,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Hexapoda,Insecta,NA,Diptera,NA,NA,NA,NA,NA,NA,Diptera,NA,1,3.5,3.5,3.5,1,1.5,2.31,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Hexapoda,Insecta,NA,Diptera,Nematocera,Culicomorpha,Chironomidae,Metriocnemus,NA,Larvae,Metriocnemus_Larvae,NA,1,2.8,2.8,2.8,1,0.2,0.308,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Calyptopis,Euphausiidae_Calyptopis,NA,2,2.5,2.5,2.5,1,0.2,0.308,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Calyptopis,Euphausiidae_Calyptopis,NA,2,1.2,1.1,1.15,1,0.1,0.154,1 to 2,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Calyptopis,Euphausiidae_Calyptopis,NA,3,0.8,0.8,0.8,1,0.1,0.154,<1,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Furcilia,Euphausiidae_Furcilia,NA,5,4.1,3,3.55,1,1.2,1.848,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Furcilia,Euphausiidae_Furcilia,NA,11,3.9,2,2.95,2,1.8,2.772,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Furcilia,Euphausiidae_Furcilia,NA,6,2,1,1.5,3,0.9,1.386,1 to 2,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,Brachyura,Panopeidae,Lophopanopeus,bellus,Zoea_IV,Lophopanopeus_bellus_Zoea_IV,NA,1,3.2,3.2,3.2,1,0.3,0.462,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,Brachyura,Cancridae,Cancer,NA,Zoea,Cancer_Zoea,NA,1,2.4,2.4,2.4,1,0.3,0.462,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,NA,NA,NA,NA,Zoea,Pleocyemata_Zoea,NA,2,1.5,1,1.25,3,1.8,2.772,1 to 2,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,Brachyura,NA,NA,NA,Zoea,Brachyura_Zoea,NA,2,2.7,2.5,2.6,2,1.1,1.694,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,NA,Balanidae,Balanus,glandula,Cyprid,Balanus_glandula_Cyprid,NA,1,0.8,0.8,0.8,1,0.1,0.154,<1,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Harpacticoida,NA,NA,Harpacticidae,Harpacticus,NA,NA,Harpacticus,NA,2,1.4,1.3,1.35,1,0.2,0.308,1 to 2,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Pontellidae,Epilabidocera,longipedata,NA,Epilabidocera_longipedata,NA,4,3.2,2.5,2.85,2,2.5,3.85,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,marshallae,NA,Calanus_marshallae,NA,9,3.6,3.2,3.4,1,11.7,18.018,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,marshallae,NA,Calanus_marshallae,NA,32,3.7,3.2,3.45,2,31.2,48.048,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,pacificus,NA,Calanus_pacificus,NA,5,3,2.7,2.85,1,2.8,4.312,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,pacificus,NA,Calanus_pacificus,NA,15,3,2.5,2.75,2,7.4,11.396,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,NA,20,3.2,2,2.6,3,11.3,17.402,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Aetideidae,Aetideus,divergens,NA,Aetideus_divergens,NA,17,2,1.5,1.75,1,5,7.7,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Centropagidae,Centropages,abdominalis,NA,Centropages_abdominalis,NA,2,1.8,1.7,1.75,1,0.1,0.154,1 to 2,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Pseudocalananidae,Pseudocalanus,NA,NA,Pseudocalanus,NA,25,1.8,1.3,1.55,1,2.3,3.542,1 to 2,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Pseudocalananidae,Pseudocalanus,NA,NA,Pseudocalanus,NA,30,1.7,1,1.35,2,2.2,3.388,1 to 2,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Mesocalanus,tenuicornis,NA,Mesocalanus_tenuicornis,NA,1,2.4,2.4,2.4,1,0.1,0.154,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,NA,19,2.6,2,2.3,2,5.2,8.008,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Acartiidae,Acartia,longiremis,NA,Acartia_longiremis,NA,1,1,1,1,1,0.1,0.154,<1,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Tortanidae,Tortanus,discaudatus,NA,Tortanus_discaudatus,NA,1,2.3,2.3,2.3,1,0.1,0.154,2 to 5,N,NA,VF
U5375,Pink,2019-04-01,95.8,147.532,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,NA,176,1.8,1,1.4,2,17.7,27.258,2 to 5,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Detritus,NA,NA,Detritus,NA,1,0.6,0.6,0.6,1,0.1,0.154,<1,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,Brachyura,Panopeidae,Lophopanopeus,bellus,Zoea_I,Lophopanopeus_bellus_Zoea_I,NA,1,1,1,1,1,0.1,0.154,<1,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,Brachyura,Panopeidae,Lophopanopeus,bellus,Zoea_I,Lophopanopeus_bellus_Zoea_I,NA,1,1.4,1.4,1.4,2,0.1,0.154,1 to 2,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,NA,NA,NA,NA,Zoea,Pleocyemata_Zoea,NA,1,1.9,1.5,1.7,3,0.1,0.154,1 to 2,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Calyptopis,Euphausiidae_Calyptopis,NA,4,2.5,2,2.25,1,0.3,0.462,2 to 5,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Calyptopis,Euphausiidae_Calyptopis,NA,1,1.6,1.6,1.6,1,0.1,0.154,1 to 2,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Calyptopis,Euphausiidae_Calyptopis,NA,13,1.8,1,1.4,2,0.4,0.616,1 to 2,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Calyptopis,Euphausiidae_Calyptopis,NA,5,0.9,0.8,0.85,2,0.1,0.154,<1,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Furcilia,Euphausiidae_Furcilia,NA,9,3.7,2.6,3.15,1,1.6,2.464,2 to 5,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Furcilia,Euphausiidae_Furcilia,NA,4,3.3,2.3,2.8,2,0.5,0.77,2 to 5,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Furcilia,Euphausiidae_Furcilia,NA,4,2,1.9,1.95,3,0.5,0.77,1 to 2,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,NA,NA,NA,NA,Molt,Balanomorpha_Molt,NA,1,1.7,1.7,1.7,2,0.1,0.154,1 to 2,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,NA,Balanidae,Balanus,glandula,Cyprid,Balanus_glandula_Cyprid,NA,5,0.8,0.7,0.75,1,0.1,0.154,<1,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Cyclopoida,Ergasilida,NA,Corycaeidae,Ditrichocorycaeus,anglicus,NA,Ditrichocorycaeus_anglicus,NA,1,1.1,1.1,1.1,2,0.1,0.154,1 to 2,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,marshallae,NA,Calanus_marshallae,NA,5,3.9,3.2,3.55,1,5.7,8.778,2 to 5,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,marshallae,NA,Calanus_marshallae,NA,5,3.7,3.2,3.45,2,2.8,4.312,2 to 5,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,pacificus,NA,Calanus_pacificus,NA,1,2.5,2.5,2.5,1,0.4,0.616,2 to 5,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,pacificus,NA,Calanus_pacificus,NA,2,2.6,2.5,2.55,2,0.8,1.232,2 to 5,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,NA,22,2.9,2,2.45,3,5.5,8.47,2 to 5,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,NA,21,2.3,1.9,2.1,4,7.9,12.166,2 to 5,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Aetideidae,Aetideus,divergens,NA,Aetideus_divergens,NA,5,2,1.6,1.8,1,1.5,2.31,1 to 2,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Aetideidae,Aetideus,divergens,NA,Aetideus_divergens,NA,2,1.8,1.5,1.65,2,0.3,0.462,1 to 2,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Centropagidae,Centropages,abdominalis,NA,Centropages_abdominalis,M,2,1.6,1.6,1.6,1,0.1,0.154,1 to 2,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Tortanidae,Tortanus,discaudatus,NA,Tortanus_discaudatus,M,3,1.7,1.7,1.7,1,0.3,0.462,1 to 2,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Tortanidae,Tortanus,discaudatus,NA,Tortanus_discaudatus,F,1,2,2,2,2,0.4,0.616,1 to 2,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Pseudocalananidae,Pseudocalanus,NA,NA,Pseudocalanus,NA,16,1.8,1.3,1.55,1,1.3,2.002,1 to 2,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Pseudocalananidae,Pseudocalanus,NA,NA,Pseudocalanus,NA,84,1.5,1.2,1.35,2,5.1,7.854,1 to 2,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,NA,128,2,1,1.5,3,5.8,8.932,1 to 2,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Paracalanidae,Paracalanus,parvus,NA,Paracalanus_parvus,NA,2,1.5,1.4,1.45,1,0.1,0.154,1 to 2,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,NA,52,1,0.5,0.75,4,4,6.16,<1,N,NA,VF
U5376,Pink,2019-04-03,60.8,93.632,0-25%,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Goop,NA,NA,Goop,NA,1,1,0.5,0.75,4,0.7,1.078,<1,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,Caridea,Pandalidae,NA,NA,Zoea,Pandalidae_Zoea,NA,1,4.5,4.5,4.5,2,0.3,0.462,2 to 5,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,Brachyura,NA,NA,NA,Zoea,Brachyura_Zoea,NA,1,1.1,1.1,1.1,2,0.1,0.154,1 to 2,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Calyptopis,Euphausiidae_Calyptopis,NA,2,2.4,1.9,2.15,1,0.3,0.462,2 to 5,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Furcilia,Euphausiidae_Furcilia,NA,8,3.8,2,2.9,1,1.5,2.31,2 to 5,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Furcilia,Euphausiidae_Furcilia,NA,8,2.9,2,2.45,2,1.1,1.694,2 to 5,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,NA,NA,NA,NA,NA,Balanomorpha,NA,1,2,2,2,1,0.2,0.308,2 to 5,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Pontellidae,Epilabidocera,longipedata,NA,Epilabidocera_longipedata,M,1,3.7,3.7,3.7,1,1.2,1.848,2 to 5,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,marshallae,NA,Calanus_marshallae,NA,22,4,3.2,3.6,1,24.1,37.114,2 to 5,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,marshallae,NA,Calanus_marshallae,NA,13,3.7,3.2,3.45,2,12.4,19.096,2 to 5,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,pacificus,NA,Calanus_pacificus,NA,9,3,2.5,2.75,1,6.2,9.548,2 to 5,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,pacificus,NA,Calanus_pacificus,NA,12,3,2.5,2.75,2,5.6,8.624,2 to 5,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,NA,7,2.9,2,2.45,3,2.8,4.312,2 to 5,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Aetideidae,Aetideus,divergens,NA,Aetideus_divergens,NA,22,2,1.3,1.65,1,6.3,9.702,1 to 2,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Aetideidae,Aetideus,divergens,NA,Aetideus_divergens,NA,18,2,1.4,1.7,2,3,4.62,1 to 2,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Tortanidae,Tortanus,discaudatus,NA,Tortanus_discaudatus,NA,7,2.2,1.6,1.9,1,1.3,2.002,1 to 2,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Tortanidae,Tortanus,discaudatus,NA,Tortanus_discaudatus,NA,4,2,1.5,1.75,2,0.7,1.078,1 to 2,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Pseudocalananidae,Pseudocalanus,NA,NA,Pseudocalanus,NA,8,1.6,1.2,1.4,1,0.6,0.924,1 to 2,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Pseudocalananidae,Pseudocalanus,NA,NA,Pseudocalanus,NA,22,1.6,1.2,1.4,2,1.6,2.464,1 to 2,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,NA,96,2,1,1.5,2,8.2,12.628,1 to 2,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,Animalia,Arthropoda,Crustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crustacea,NA,33,1,0.5,0.75,4,4.6,7.084,<1,N,NA,VF
U5377,Pink,2019-04-04,69.5,107.03,25-50%,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Goop,NA,NA,Goop,NA,1,1,0.5,0.75,4,1.8,2.772,<1,N,NA,VF
